county,office,district,party,candidate,votes
East Providence,School Committee East Providence Ward 3,,,Total,3041
East Providence,School Committee East Providence Ward 3,,NON,Nathan W. Cahoon,2980
East Providence,School Committee East Providence Ward 3,,NON,WRITE-IN,61
East Providence,School Committee East Providence Ward 4,,,Total,5075
East Providence,School Committee East Providence Ward 4,,NON,Jessica Beauchaine,2727
East Providence,School Committee East Providence Ward 4,,NON,Chris Dias,2318
East Providence,School Committee East Providence Ward 4,,NON,WRITE-IN,30
East Providence,1. STATE CONSTITUTIONAL APPROVAL,,,Total,18821
East Providence,1. STATE CONSTITUTIONAL APPROVAL,,NON,Approve,11074
East Providence,1. STATE CONSTITUTIONAL APPROVAL,,NON,Reject,7747
East Providence,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,,Total,17919
East Providence,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,NON,Approve,14062
East Providence,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,NON,Reject,3857
East Providence,"3. VETERANS HOME BONDS - $27,000,000",,,Total,18825
East Providence,"3. VETERANS HOME BONDS - $27,000,000",,NON,Approve,16217
East Providence,"3. VETERANS HOME BONDS - $27,000,000",,NON,Reject,2608
East Providence,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,,Total,18413
East Providence,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,NON,Approve,10983
East Providence,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,NON,Reject,7430
East Providence,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,,Total,18196
East Providence,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,NON,Approve,11816
East Providence,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,NON,Reject,6380
East Providence,"6. GREEN ECONOMY BONDS - $35,000,000",,,Total,18256
East Providence,"6. GREEN ECONOMY BONDS - $35,000,000",,NON,Approve,12570
East Providence,"6. GREEN ECONOMY BONDS - $35,000,000",,NON,Reject,5686
East Providence,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,,Total,18387
East Providence,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,NON,Approve,11561
East Providence,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,NON,Reject,6826
East Providence,8.  Charter Amendment,,,Total,18168
East Providence,8.  Charter Amendment,,NON,Approve,13246
East Providence,8.  Charter Amendment,,NON,Reject,4922
Exeter,President,,,Total,3586
Exeter,President,,REP,Donald J. Trump,1820
Exeter,President,,DEM,Hillary Clinton,1471
Exeter,President,,Lib,Gary Johnson,144
Exeter,President,,NON,WRITE-IN,86
Exeter,President,,Grn,Jill Stein,56
Exeter,President,,AMD,Rocky De La Fuente,9
Exeter,U.S. House,2,,Total,3375
Exeter,U.S. House,2,DEM,James R. Langevin,1583
Exeter,U.S. House,2,REP,Rhue R. Reis,1409
Exeter,U.S. House,2,Ind,Jeffrey C. Johnson,289
Exeter,U.S. House,2,Ind,Salvatore G. Caiozzo,88
Exeter,U.S. House,2,NON,WRITE-IN,6
Exeter,State Senate,34,,Total,3413
Exeter,State Senate,34,REP,Elaine J. Morgan,1907
Exeter,State Senate,34,DEM,Catherine Cool Rumsey,1504
Exeter,State Senate,34,NON,WRITE-IN,2
Exeter,State House,31,,Total,984
Exeter,State House,31,DEM,Julie A. Casimiro,534
Exeter,State House,31,REP,Michael Paul Marfeo,450
Exeter,State House,31,NON,WRITE-IN,0
Exeter,State House,39,,Total,2369
Exeter,State House,39,REP,Justin Price,1476
Exeter,State House,39,DEM,Larry Valencia,891
Exeter,State House,39,NON,WRITE-IN,2
Exeter,Town Moderator Town of Exeter,,,Total,2714
Exeter,Town Moderator Town of Exeter,,DEM,Peter V. Lacouture,2656
Exeter,Town Moderator Town of Exeter,,NON,WRITE-IN,58
Exeter,Town Clerk Town of Exeter,,,Total,2763
Exeter,Town Clerk Town of Exeter,,DEM,Lynn M. Hawkins,2710
Exeter,Town Clerk Town of Exeter,,NON,WRITE-IN,53
Exeter,School Committee Town of Exeter,,,Total,5777
Exeter,School Committee Town of Exeter,,Ind,Aimee M. Gardiner,1568
Exeter,School Committee Town of Exeter,,REP,Paul R. McFadden,1499
Exeter,School Committee Town of Exeter,,Ind,Valerie J. Zuercher,1451
Exeter,School Committee Town of Exeter,,REP,Michael J. Picillo,1245
Exeter,School Committee Town of Exeter,,NON,WRITE-IN,14
Exeter,Town Council Town of Exeter,,,Total,13991
Exeter,Town Council Town of Exeter,,Ind,Kevin Phillip McGovern,1710
Exeter,Town Council Town of Exeter,,DEM,Calvin A. Ellis,1588
Exeter,Town Council Town of Exeter,,REP,Daniel W. Patterson,1549
Exeter,Town Council Town of Exeter,,REP,"Francis T. Maher, Jr.",1525
Exeter,Town Council Town of Exeter,,Ind,"Raymond A. Morrissey, Jr.",1469
Exeter,Town Council Town of Exeter,,DEM,Maeyee Lee Barrette,1335
Exeter,Town Council Town of Exeter,,REP,David Alan Stukus,1289
Exeter,Town Council Town of Exeter,,REP,"Joseph St. Lawrence, III",1231
Exeter,Town Council Town of Exeter,,DEM,Marvin John Hughes,1199
Exeter,Town Council Town of Exeter,,Ind,Jonathan J. Riccitelli,1074
Exeter,Town Council Town of Exeter,,NON,WRITE-IN,22
Exeter,Town Sergeant Town of Exeter,,,Total,2906
Exeter,Town Sergeant Town of Exeter,,REP,Richard S. Brown,2839
Exeter,Town Sergeant Town of Exeter,,NON,WRITE-IN,67
Exeter,Town Treasurer Town of Exeter,,,Total,2689
Exeter,Town Treasurer Town of Exeter,,DEM,Maria Lawler,2659
Exeter,Town Treasurer Town of Exeter,,NON,WRITE-IN,30
Exeter,Director Of  Public Welfare Town of Exeter,,,Total,2689
Exeter,Director Of  Public Welfare Town of Exeter,,Ind,Christine Heart-Skaggs,2670
Exeter,Director Of  Public Welfare Town of Exeter,,NON,WRITE-IN,19
Exeter,Zoning Inspector Town of Exeter,,,Total,2816
Exeter,Zoning Inspector Town of Exeter,,REP,Hal Morgan,2776
Exeter,Zoning Inspector Town of Exeter,,NON,WRITE-IN,40
Exeter,1. STATE CONSTITUTIONAL APPROVAL,,,Total,3448
Exeter,1. STATE CONSTITUTIONAL APPROVAL,,NON,Reject,1879
Exeter,1. STATE CONSTITUTIONAL APPROVAL,,NON,Approve,1569
Exeter,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,,Total,3325
Exeter,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,NON,Approve,2522
Exeter,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,NON,Reject,803
Exeter,"3. VETERANS HOME BONDS - $27,000,000",,,Total,3433
Exeter,"3. VETERANS HOME BONDS - $27,000,000",,NON,Approve,2717
Exeter,"3. VETERANS HOME BONDS - $27,000,000",,NON,Reject,716
Exeter,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,,Total,3383
Exeter,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,NON,Approve,1732
Exeter,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,NON,Reject,1651
Exeter,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,,Total,3325
Exeter,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,NON,Approve,1914
Exeter,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,NON,Reject,1411
Exeter,"6. GREEN ECONOMY BONDS - $35,000,000",,,Total,3352
Exeter,"6. GREEN ECONOMY BONDS - $35,000,000",,NON,Approve,1951
Exeter,"6. GREEN ECONOMY BONDS - $35,000,000",,NON,Reject,1401
Exeter,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,,Total,3290
Exeter,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,NON,Reject,1925
Exeter,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,NON,Approve,1365
Exeter,8. Director of Public Welfare Title Change,,,Total,3285
Exeter,8. Director of Public Welfare Title Change,,NON,Approve,2371
Exeter,8. Director of Public Welfare Title Change,,NON,Reject,914
Exeter,9. Abolish Animal Shelter Facility Fund,,,Total,3318
Exeter,9. Abolish Animal Shelter Facility Fund,,NON,Approve,1799
Exeter,9. Abolish Animal Shelter Facility Fund,,NON,Reject,1519
Exeter,10.  Abolish Transfer Station Facility Fund,,,Total,3311
Exeter,10.  Abolish Transfer Station Facility Fund,,NON,Approve,1964
Exeter,10.  Abolish Transfer Station Facility Fund,,NON,Reject,1347
Foster,President,,,Total,2534
Foster,President,,REP,Donald J. Trump,1374
Foster,President,,DEM,Hillary Clinton,967
Foster,President,,Lib,Gary Johnson,99
Foster,President,,NON,WRITE-IN,55
Foster,President,,Grn,Jill Stein,36
Foster,President,,AMD,Rocky De La Fuente,3
Foster,U.S. House,2,,Total,2372
Foster,U.S. House,2,DEM,James R. Langevin,1112
Foster,U.S. House,2,REP,Rhue R. Reis,981
Foster,U.S. House,2,Ind,Jeffrey C. Johnson,184
Foster,U.S. House,2,Ind,Salvatore G. Caiozzo,92
Foster,U.S. House,2,NON,WRITE-IN,3
Foster,State Senate,21,,Total,2417
Foster,State Senate,21,REP,Nicholas D. Kettle,1378
Foster,State Senate,21,DEM,Margaux S. Morisseau,1033
Foster,State Senate,21,NON,WRITE-IN,6
Foster,State House,40,,Total,2393
Foster,State House,40,REP,Michael W. Chippendale,1656
Foster,State House,40,DEM,Joseph D. Cardillo,733
Foster,State House,40,NON,WRITE-IN,4
Foster,Town Moderator Town of Foster,,,Total,2318
Foster,Town Moderator Town of Foster,,REP,Robert A. Boyden,1448
Foster,Town Moderator Town of Foster,,DEM,Sergio A. Spaziano,862
Foster,Town Moderator Town of Foster,,NON,WRITE-IN,8
Foster,Town Clerk Town of Foster,,,Total,2375
Foster,Town Clerk Town of Foster,,REP,Susan M. Dillon,1328
Foster,Town Clerk Town of Foster,,DEM,Jane Christopher,1040
Foster,Town Clerk Town of Foster,,NON,WRITE-IN,7
Foster,Town Council Town of Foster,,,Total,10621
Foster,Town Council Town of Foster,,REP,Denise L. DiFranco,1499
Foster,Town Council Town of Foster,,REP,Christie H. Stone,1351
Foster,Town Council Town of Foster,,REP,Gordon E. Rogers,1274
Foster,Town Council Town of Foster,,REP,Michael E. Dillon,1182
Foster,Town Council Town of Foster,,DEM,Cheryl A. Hawes,1145
Foster,Town Council Town of Foster,,REP,James J. Sheldon,1071
Foster,Town Council Town of Foster,,DEM,Lynne Stender Rider,1034
Foster,Town Council Town of Foster,,DEM,"John L. Lewis, Jr.",1018
Foster,Town Council Town of Foster,,DEM,Jon Restivo,996
Foster,Town Council Town of Foster,,NON,WRITE-IN,51
Foster,Non-Partisan School Committee Town of Foster,,,Total,5693
Foster,Non-Partisan School Committee Town of Foster,,NON,Shelley D. Pezza,1668
Foster,Non-Partisan School Committee Town of Foster,,NON,Kathleen Swanson,1627
Foster,Non-Partisan School Committee Town of Foster,,NON,Brendan Scott Mara,1421
Foster,Non-Partisan School Committee Town of Foster,,NON,Ronald F. Cervasio,958
Foster,Non-Partisan School Committee Town of Foster,,NON,WRITE-IN,19
Foster,Town Sergeant Town of Foster,,,Total,1930
Foster,Town Sergeant Town of Foster,,DEM,Michael Coggeshall,1880
Foster,Town Sergeant Town of Foster,,NON,WRITE-IN,50
Foster,Tax Board Of Review Town of Foster,,,Total,1886
Foster,Tax Board Of Review Town of Foster,,REP,Ruth C. Spencer,1854
Foster,Tax Board Of Review Town of Foster,,NON,WRITE-IN,32
Foster,1. STATE CONSTITUTIONAL APPROVAL,,,Total,2437
Foster,1. STATE CONSTITUTIONAL APPROVAL,,NON,Reject,1312
Foster,1. STATE CONSTITUTIONAL APPROVAL,,NON,Approve,1125
Foster,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,,Total,2357
Foster,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,NON,Approve,1739
Foster,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,NON,Reject,618
Foster,"3. VETERANS HOME BONDS - $27,000,000",,,Total,2425
Foster,"3. VETERANS HOME BONDS - $27,000,000",,NON,Approve,1860
Foster,"3. VETERANS HOME BONDS - $27,000,000",,NON,Reject,565
Foster,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,,Total,2376
Foster,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,NON,Reject,1326
Foster,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,NON,Approve,1050
Foster,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,,Total,2344
Foster,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,NON,Approve,1276
Foster,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,NON,Reject,1068
Foster,"6. GREEN ECONOMY BONDS - $35,000,000",,,Total,2387
Foster,"6. GREEN ECONOMY BONDS - $35,000,000",,NON,Approve,1383
Foster,"6. GREEN ECONOMY BONDS - $35,000,000",,NON,Reject,1004
Foster,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,,Total,2335
Foster,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,NON,Reject,1405
Foster,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,NON,Approve,930
Foster,"8. ARTICLE V, SCHOOL COMMITTEE",,,Total,2357
Foster,"8. ARTICLE V, SCHOOL COMMITTEE",,NON,Approve,1301
Foster,"8. ARTICLE V, SCHOOL COMMITTEE",,NON,Reject,1056
Foster,"9. ARTICLE VI, APPOINTIVE OFFICERS AND TOWN SERGEANT",,,Total,2346
Foster,"9. ARTICLE VI, APPOINTIVE OFFICERS AND TOWN SERGEANT",,NON,Approve,1565
Foster,"9. ARTICLE VI, APPOINTIVE OFFICERS AND TOWN SERGEANT",,NON,Reject,781
Foster,"10. ARTICLE VI, APPOINTIVE OFFICERS AND TOWN SERGEANT",,,Total,2316
Foster,"10. ARTICLE VI, APPOINTIVE OFFICERS AND TOWN SERGEANT",,NON,Approve,1489
Foster,"10. ARTICLE VI, APPOINTIVE OFFICERS AND TOWN SERGEANT",,NON,Reject,827
Foster,"11. ARTICLE VII, PUBLIC WORKS DEPARTMENT",,,Total,2326
Foster,"11. ARTICLE VII, PUBLIC WORKS DEPARTMENT",,NON,Approve,1531
Foster,"11. ARTICLE VII, PUBLIC WORKS DEPARTMENT",,NON,Reject,795
Foster,"12. ARTICLE VII, PUBLIC WORKS DEPARTMENT",,,Total,2313
Foster,"12. ARTICLE VII, PUBLIC WORKS DEPARTMENT",,NON,Approve,1463
Foster,"12. ARTICLE VII, PUBLIC WORKS DEPARTMENT",,NON,Reject,850
Foster,"13. ARTICLE IX, PLANNING &amp; ZONING",,,Total,2312
Foster,"13. ARTICLE IX, PLANNING &amp; ZONING",,NON,Approve,1589
Foster,"13. ARTICLE IX, PLANNING &amp; ZONING",,NON,Reject,723
Foster,"14. ARTICLE X, FINANCIAL PROCEDURES",,,Total,2322
Foster,"14. ARTICLE X, FINANCIAL PROCEDURES",,NON,Approve,1702
Foster,"14. ARTICLE X, FINANCIAL PROCEDURES",,NON,Reject,620
Foster,"15. ARTICLE X, FINANCIAL PROCEDURES",,,Total,2294
Foster,"15. ARTICLE X, FINANCIAL PROCEDURES",,NON,Reject,1231
Foster,"15. ARTICLE X, FINANCIAL PROCEDURES",,NON,Approve,1063
Foster,"16. ARTICLE XI, TREASURER&#39;S DEPARTMENT",,,Total,2262
Foster,"16. ARTICLE XI, TREASURER&#39;S DEPARTMENT",,NON,Approve,1430
Foster,"16. ARTICLE XI, TREASURER&#39;S DEPARTMENT",,NON,Reject,832
Foster,"17. ARTICLE XI, TREASURER&#39;S DEPARTMENT",,,Total,2239
Foster,"17. ARTICLE XI, TREASURER&#39;S DEPARTMENT",,NON,Approve,1378
Foster,"17. ARTICLE XI, TREASURER&#39;S DEPARTMENT",,NON,Reject,861
Foster,"18. ARTICLE XIV, GENERAL PROVISIONS",,,Total,2252
Foster,"18. ARTICLE XIV, GENERAL PROVISIONS",,NON,Approve,1608
Foster,"18. ARTICLE XIV, GENERAL PROVISIONS",,NON,Reject,644
Foster,"19. ARTICLE XIV, GENERAL PROVISIONS",,,Total,2249
Foster,"19. ARTICLE XIV, GENERAL PROVISIONS",,NON,Approve,1769
Foster,"19. ARTICLE XIV, GENERAL PROVISIONS",,NON,Reject,480
Glocester,President,,,Total,5263
Glocester,President,,REP,Donald J. Trump,2914
Glocester,President,,DEM,Hillary Clinton,1977
Glocester,President,,Lib,Gary Johnson,179
Glocester,President,,NON,WRITE-IN,98
Glocester,President,,Grn,Jill Stein,90
Glocester,President,,AMD,Rocky De La Fuente,5
Glocester,U.S. House,2,,Total,4926
Glocester,U.S. House,2,DEM,James R. Langevin,2369
Glocester,U.S. House,2,REP,Rhue R. Reis,2003
Glocester,U.S. House,2,Ind,Jeffrey C. Johnson,357
Glocester,U.S. House,2,Ind,Salvatore G. Caiozzo,189
Glocester,U.S. House,2,NON,WRITE-IN,8
Glocester,State Senate,23,,Total,5068
Glocester,State Senate,23,DEM,Paul W. Fogarty,2981
Glocester,State Senate,23,REP,Stephen N. Rawson,2076
Glocester,State Senate,23,NON,WRITE-IN,11
Glocester,State House,40,,Total,3441
Glocester,State House,40,REP,Michael W. Chippendale,2432
Glocester,State House,40,DEM,Joseph D. Cardillo,1006
Glocester,State House,40,NON,WRITE-IN,3
Glocester,State House,47,,Total,384
Glocester,State House,47,REP,David J. Place,208
Glocester,State House,47,DEM,Cale P. Keable,175
Glocester,State House,47,NON,WRITE-IN,1
Glocester,State House,53,,Total,1142
Glocester,State House,53,REP,Stephanie L. Westgate,585
Glocester,State House,53,DEM,Thomas J. Winfield,555
Glocester,State House,53,NON,WRITE-IN,2
Glocester,Town Clerk Town of Glocester,,,Total,4407
Glocester,Town Clerk Town of Glocester,,REP,Jean M. Fecteau,4329
Glocester,Town Clerk Town of Glocester,,NON,WRITE-IN,78
Glocester,Non-Partisan School Committee Town of Glocester,,,Total,11338
Glocester,Non-Partisan School Committee Town of Glocester,,NON,Mary E. Keeling,3316
Glocester,Non-Partisan School Committee Town of Glocester,,NON,Jonathan E. Burlingame,3003
Glocester,Non-Partisan School Committee Town of Glocester,,NON,"Anthony E. Autiello, Jr.",2751
Glocester,Non-Partisan School Committee Town of Glocester,,NON,James P. Houghton,2162
Glocester,Non-Partisan School Committee Town of Glocester,,NON,WRITE-IN,106
Glocester,Town Council Town of Glocester,,,Total,21089
Glocester,Town Council Town of Glocester,,REP,"George O. Steere, Jr.",2974
Glocester,Town Council Town of Glocester,,REP,"Walter M. O. Steere, III",2760
Glocester,Town Council Town of Glocester,,REP,Patricia Jean Henry,2463
Glocester,Town Council Town of Glocester,,REP,Edward C. Burlingame,2443
Glocester,Town Council Town of Glocester,,Ind,William E. Reichert,2376
Glocester,Town Council Town of Glocester,,REP,Michael L. DeGrange,2250
Glocester,Town Council Town of Glocester,,DEM,Linda A. Nichols,2032
Glocester,Town Council Town of Glocester,,Ind,Aaron W. Dupuis,1882
Glocester,Town Council Town of Glocester,,DEM,Lauren Niedel-Gresh,1840
Glocester,Town Council Town of Glocester,,NON,WRITE-IN,69
Glocester,Director Of Human Services Town of Glocester,,,Total,4332
Glocester,Director Of Human Services Town of Glocester,,REP,Judith A. Branch,4276
Glocester,Director Of Human Services Town of Glocester,,NON,WRITE-IN,56
Glocester,Town Sergeant Town of Glocester,,,Total,4269
Glocester,Town Sergeant Town of Glocester,,REP,Kevin P. Walsh,4213
Glocester,Town Sergeant Town of Glocester,,NON,WRITE-IN,56
Glocester,1. STATE CONSTITUTIONAL APPROVAL,,,Total,5027
Glocester,1. STATE CONSTITUTIONAL APPROVAL,,NON,Approve,2611
Glocester,1. STATE CONSTITUTIONAL APPROVAL,,NON,Reject,2416
Glocester,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,,Total,4843
Glocester,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,NON,Approve,3627
Glocester,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,NON,Reject,1216
Glocester,"3. VETERANS HOME BONDS - $27,000,000",,,Total,5006
Glocester,"3. VETERANS HOME BONDS - $27,000,000",,NON,Approve,4028
Glocester,"3. VETERANS HOME BONDS - $27,000,000",,NON,Reject,978
Glocester,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,,Total,4934
Glocester,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,NON,Reject,2629
Glocester,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,NON,Approve,2305
Glocester,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,,Total,4884
Glocester,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,NON,Approve,2737
Glocester,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,NON,Reject,2147
Glocester,"6. GREEN ECONOMY BONDS - $35,000,000",,,Total,4919
Glocester,"6. GREEN ECONOMY BONDS - $35,000,000",,NON,Approve,2883
Glocester,"6. GREEN ECONOMY BONDS - $35,000,000",,NON,Reject,2036
Glocester,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,,Total,4893
Glocester,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,NON,Reject,2773
Glocester,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,NON,Approve,2120
Hopkinton,President,,,Total,4226
Hopkinton,President,,REP,Donald J. Trump,2135
Hopkinton,President,,DEM,Hillary Clinton,1766
Hopkinton,President,,Lib,Gary Johnson,161
Hopkinton,President,,NON,WRITE-IN,94
Hopkinton,President,,Grn,Jill Stein,63
Hopkinton,President,,AMD,Rocky De La Fuente,7
Hopkinton,U.S. House,2,,Total,3949
Hopkinton,U.S. House,2,DEM,James R. Langevin,1987
Hopkinton,U.S. House,2,REP,Rhue R. Reis,1532
Hopkinton,U.S. House,2,Ind,Jeffrey C. Johnson,289
Hopkinton,U.S. House,2,Ind,Salvatore G. Caiozzo,138
Hopkinton,U.S. House,2,NON,WRITE-IN,3
Hopkinton,State Senate,34,,Total,3962
Hopkinton,State Senate,34,REP,Elaine J. Morgan,2189
Hopkinton,State Senate,34,DEM,Catherine Cool Rumsey,1771
Hopkinton,State Senate,34,NON,WRITE-IN,2
Hopkinton,State House,38,,Total,3259
Hopkinton,State House,38,Ind,Michael James Geary,1645
Hopkinton,State House,38,DEM,Brian Patrick Kennedy,1610
Hopkinton,State House,38,NON,WRITE-IN,4
Hopkinton,State House,39,,Total,643
Hopkinton,State House,39,REP,Justin Price,362
Hopkinton,State House,39,DEM,Larry Valencia,280
Hopkinton,State House,39,NON,WRITE-IN,1
Hopkinton,Town Clerk Town of Hopkinton,,,Total,3389
Hopkinton,Town Clerk Town of Hopkinton,,Ind,Elizabeth J. Cook-Martin,3368
Hopkinton,Town Clerk Town of Hopkinton,,NON,WRITE-IN,21
Hopkinton,Town Council Town of Hopkinton,,,Total,15985
Hopkinton,Town Council Town of Hopkinton,,Ind,Barbara Ann Capalbo,2463
Hopkinton,Town Council Town of Hopkinton,,Ind,Frank T. Landolfi,2090
Hopkinton,Town Council Town of Hopkinton,,Ind,David Floyd Husband,2026
Hopkinton,Town Council Town of Hopkinton,,DEM,Thomas E. Buck,1984
Hopkinton,Town Council Town of Hopkinton,,DEM,Sylvia K. Thompson,1974
Hopkinton,Town Council Town of Hopkinton,,DEM,Sharon A. Davis,1923
Hopkinton,Town Council Town of Hopkinton,,REP,Scott Bill Hirst,1908
Hopkinton,Town Council Town of Hopkinton,,REP,George M. Abbott,1561
Hopkinton,Town Council Town of Hopkinton,,NON,WRITE-IN,56
Hopkinton,Chariho School Committee Town of Hopkinton,,,Total,3670
Hopkinton,Chariho School Committee Town of Hopkinton,,Ind,Catherine M. Giusti,2066
Hopkinton,Chariho School Committee Town of Hopkinton,,REP,Rhonda L. Herriot Urbec,1539
Hopkinton,Chariho School Committee Town of Hopkinton,,NON,WRITE-IN,65
Hopkinton,Town Sergeant Town of Hopkinton,,,Total,2952
Hopkinton,Town Sergeant Town of Hopkinton,,REP,Kraig R. Stromberg,2886
Hopkinton,Town Sergeant Town of Hopkinton,,NON,WRITE-IN,66
Hopkinton,Town Moderator Town of Hopkinton,,,Total,256
Hopkinton,Town Moderator Town of Hopkinton,,NON,WRITE-IN,256
Hopkinton,Director Of Public Welfare Town of Hopkinton,,,Total,207
Hopkinton,Director Of Public Welfare Town of Hopkinton,,NON,WRITE-IN,207
Hopkinton,1. STATE CONSTITUTIONAL APPROVAL,,,Total,3927
Hopkinton,1. STATE CONSTITUTIONAL APPROVAL,,NON,Reject,2198
Hopkinton,1. STATE CONSTITUTIONAL APPROVAL,,NON,Approve,1729
Hopkinton,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,,Total,3737
Hopkinton,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,NON,Approve,2777
Hopkinton,2. AMENDMENT TO THE CONSTITUTION OF THE STATE,,NON,Reject,960
Hopkinton,"3. VETERANS HOME BONDS - $27,000,000",,,Total,3921
Hopkinton,"3. VETERANS HOME BONDS - $27,000,000",,NON,Approve,3212
Hopkinton,"3. VETERANS HOME BONDS - $27,000,000",,NON,Reject,709
Hopkinton,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,,Total,3829
Hopkinton,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,NON,Reject,1957
Hopkinton,4. LEVERAGING HIGHER EDUCATION TO CREATE JOBS,,NON,Approve,1872
Hopkinton,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,,Total,3763
Hopkinton,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,NON,Approve,2079
Hopkinton,"5. PORT INFRASTRUCTURE BONDS - $70,000,000",,NON,Reject,1684
Hopkinton,"6. GREEN ECONOMY BONDS - $35,000,000",,,Total,3825
Hopkinton,"6. GREEN ECONOMY BONDS - $35,000,000",,NON,Approve,2302
Hopkinton,"6. GREEN ECONOMY BONDS - $35,000,000",,NON,Reject,1523
Hopkinton,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,,Total,3812
Hopkinton,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,NON,Reject,2085
Hopkinton,"7. HOUSING OPPORTUNITY BONDS - $50,000,000",,NON,Approve,1727
Hopkinton,8. CHARIHO REGIONAL SCHOOL DISTRICT BOND,,,Total,3876
Hopkinton,8. CHARIHO REGIONAL SCHOOL DISTRICT BOND,,NON,Approve,2213
Hopkinton,8. CHARIHO REGIONAL SCHOOL DISTRICT BOND,,NON,Reject,1663
Hopkinton,9. Non-Binding Voter Referendum Question,,,Total,3860
Hopkinton,9. Non-Binding Voter Referendum Question,,NON,Oppose,2528
Hopkinton,9. Non-Binding Voter Referendum Question,,NON,Support,1332
Jamestown,President,,,Total,3563
Jamestown,President,,DEM,Hillary Clinton,2172
Jamestown,President,,REP,Donald J. Trump,1148
Jamestown,President,,Lib,Gary Johnson,119
Jamestown,President,,NON,WRITE-IN,72
Jamestown,President,,Grn,Jill Stein,46
Jamestown,President,,AMD,Rocky De La Fuente,6
Jamestown,U.S. House,1,,Total,3338
Jamestown,U.S. House,1,DEM,David N. Cicilline,2009
Jamestown,U.S. House,1,REP,Harold Russell Taub,1318
Jamestown,U.S. House,1,NON,WRITE-IN,11
Jamestown,State Senate,13,,Total,3394
Jamestown,State Senate,13,DEM,M. Teresa Paiva-Weed,2024
Jamestown,State Senate,13,Ind,Sav Rebecchi,1357
Jamestown,State Senate,13,NON,WRITE-IN,13
Jamestown,State House,74,,Total,3440
Jamestown,State House,74,DEM,Deborah L. Ruggiero,1899
Jamestown,State House,74,REP,Rebecca Schiff,1535
Jamestown,State House,74,NON,WRITE-IN,6
Jamestown,Town Moderator Town of Jamestown,,,Total,2953
Jamestown,Town Moderator Town of Jamestown,,DEM,John A. Murphy,2894
Jamestown,Town Moderator Town of Jamestown,,NON,WRITE-IN,59
Jamestown,Town Council Town of Jamestown,,,Total,12066
