county,precinct,office,district,party,candidate,votes
Providence,Cumberland 0801,Statewide Delegate,,Republican,Kathleen S. Odell (Trump),168
Providence,Cumberland 0801,Statewide Delegate,,Republican,Lacey McGreevy (Trump),135
Providence,Cumberland 0801,Statewide Delegate,,Republican,Frank W. LaFazia (Trump),146
Providence,Cumberland 0801,Statewide Delegate,,Republican,Debra Zarrella (Trump),161
Providence,Cumberland 0801,Statewide Delegate,,Republican,Rebecca Schiff (Trump),127
Providence,Cumberland 0801,Statewide Delegate,,Republican,Eileen G. Grossman (Trump),113
Providence,Cumberland 0801,Statewide Delegate,,Republican,Andrew G. Webb (Trump),137
Providence,Cumberland 0801,Statewide Delegate,,Republican,Susan Iannitelli (Trump),144
Providence,Cumberland 0801,Statewide Delegate,,Republican,Stacia Huyler (Trump),95
Providence,Cumberland 0801,Statewide Delegate,,Republican,"F. William Pennoyver, IV (Trump)",47
Providence,Cumberland 0801,Statewide Delegate,,Republican,Doreen Marie Costa (Trump),127
Providence,Cumberland 0801,Statewide Delegate,,Republican,Martha A. Stamp (Trump),88
Providence,Cumberland 0801,Statewide Delegate,,Republican,Louis P. Paolino (Trump),115
Providence,Cumberland 0801,Statewide Delegate,,Republican,Elizabeth Ann Leach (Trump),67
Providence,Cumberland 0801,Statewide Delegate,,Republican,Armand T. Lusi (Trump),65
Providence,Cumberland 0801,Statewide Delegate,,Republican,Marie E. Issa (Trump),83
Providence,Cumberland 0801,Statewide Delegate,,Republican,Linda A. Steere Larson (Trump),56
Providence,Cumberland 0801,Statewide Delegate,,Republican,David E. Watson (Trump),95
Providence,Cumberland 0801,Statewide Delegate,,Republican,Mary E. Marcello (Trump),64
Providence,Cumberland 0801,Statewide Delegate,,Republican,Sean M. Todd (Trump),79
Providence,Cumberland 0801,Statewide Delegate,,Republican,Erica A. Marsland (Trump),50
Providence,Cumberland 0801,Statewide Delegate,,Republican,Michael J. Picillo (Trump),76
Providence,Cumberland 0801,Statewide Delegate,,Republican,Robert B. Bolton (Trump),88
Providence,Cumberland 0801,Statewide Delegate,,Republican,"Gerald P. Zarrella, Sr. (Trump)",71
Providence,Cumberland 0801,Statewide Delegate,,Republican,Susan Applegate-Lockridge (Trump),24
Providence,Cumberland 0801,Statewide Delegate,,Republican,Donna M. Marsland (Trump),38
Providence,Cumberland 0801,Statewide Delegate,,Republican,Marilyn Cocozza Trillo (Trump),75
Providence,Cumberland 0801,Statewide Delegate,,Republican,Patrick M. Mannix (Trump),45
Providence,Cumberland 0801,Statewide Delegate,,Republican,Frank R. Palin (Trump),107
Providence,Cumberland 0801,Statewide Delegate,,Republican,Emily L. Kus (Cruz),42
Providence,Cumberland 0801,Statewide Delegate,,Republican,"Robert D. Sullivan, III (Cruz)",39
Providence,Cumberland 0801,Statewide Delegate,,Republican,Russell C. Hryzan (Cruz),37
Providence,Cumberland 0801,Statewide Delegate,,Republican,Karina E. Rapoza (Cruz),44
Providence,Cumberland 0801,Statewide Delegate,,Republican,Mark Smiley (Cruz),38
Providence,Cumberland 0801,Statewide Delegate,,Republican,Ernest A. Greco (Cruz),41
Providence,Cumberland 0801,Statewide Delegate,,Republican,Gina M. Catalano (Cruz),39
Providence,Cumberland 0801,Statewide Delegate,,Republican,Darlene E. Dame (Cruz),42
Providence,Cumberland 0801,Statewide Delegate,,Republican,Lester R. Olson (Cruz),31
Providence,Cumberland 0801,Statewide Delegate,,Republican,John I. Donovan (Cruz),41
Providence,Cumberland 0801,Statewide Delegate,,Republican,John J. Evers (Cruz),19
Providence,Cumberland 0801,Statewide Delegate,,Republican,Grant A. Van Eck (Cruz),16
Providence,Cumberland 0801,Statewide Delegate,,Republican,Mary D. Fitzhugh (Cruz),22
Providence,Cumberland 0801,Statewide Delegate,,Republican,William K. White (Kasich),120
Providence,Cumberland 0801,Statewide Delegate,,Republican,Akilah J. Keita (Kasich),94
Providence,Cumberland 0801,Statewide Delegate,,Republican,Nicholas D. Kettle (Kasich),106
Providence,Cumberland 0801,Statewide Delegate,,Republican,Robert J. Durant (Kasich),96
Providence,Cumberland 0801,Statewide Delegate,,Republican,Dawson Tucker Hodgson (Kasich),108
Providence,Cumberland 0801,Statewide Delegate,,Republican,Geoffrey E. Grove (Kasich),79
Providence,Cumberland 0801,Statewide Delegate,,Republican,"Robert H. Breslin, Jr. (Kasich)",93
Providence,Cumberland 0801,Statewide Delegate,,Republican,"Caswell Cooke, Jr. (Kasich)",87
Providence,Cumberland 0801,Statewide Delegate,,Republican,Christine M. Misto (Kasich),104
Providence,Cumberland 0801,Statewide Delegate,,Republican,John R. Gowell (Kasich),66
Providence,Cumberland 0801,Statewide Delegate,,Republican,Edward F. Hanley (Kasich),57
Providence,Cumberland 0801,Statewide Delegate,,Republican,Daniel S. Harrop (Kasich),63
Providence,Cumberland 0801,Statewide Delegate,,Republican,Robert J. Ferri (Kasich),51
Providence,Cumberland 0801,Statewide Delegate,,Republican,Paul L. Dion (Kasich),56
Providence,Cumberland 0801,Statewide Delegate,,Republican,Tina M. Walker (Kasich),68
Providence,Cumberland 0801,Statewide Delegate,,Republican,Meg Niemann Durant (Kasich),59
Providence,Cumberland 0801,Statewide Delegate,,Republican,James E. Walker (Kasich),53
Providence,Cumberland 0801,Statewide Delegate,,Republican,"William K. Wray, Sr. (Rubio)",3
Providence,Cumberland 0801,Statewide Delegate,,Republican,Martha L. Wallick (Rubio),6
Providence,Cumberland 0801,Statewide Delegate,,Republican,Thomas E. Rogers (Rubio),3
Providence,Cumberland 0801,Statewide Delegate,,Republican,Marion E. O'Brien (Rubio),9
Providence,Cumberland 0801,Statewide Delegate,,Republican,Sandra E. Morse (Rubio),7
Providence,Cumberland 0801,Statewide Delegate,,Republican,Allan W. Fung (Rubio),18
Providence,Cumberland 0801,Statewide Delegate,,Republican,Matthew Louis Fabisch (Rubio),2
Providence,Cumberland 0801,Statewide Delegate,,Republican,Alfred J. Passarelli (Rubio),2
Providence,Cumberland 0801,Statewide Delegate,,Republican,Kirk S. Jordan (Rubio),0
Providence,Cumberland 0801,Statewide Delegate,,Republican,Carlos E. Lopez (Rubio),1
Providence,Cumberland 0801,Statewide Delegate,,Republican,Susan F. Lancellotta (Rubio),0
Providence,Cumberland 0801,Statewide Delegate,,Republican,Jason R. Masterson (Rubio),2
Providence,Cumberland 0801,Statewide Delegate,,Republican,Robert A. Nardolillo (Rubio),6
Providence,Cumberland 0801,Statewide Delegate,,Republican,Patrick M. McCarthy (Rubio),1
Providence,Cumberland 0801,Statewide Delegate,,Republican,David R. Kanig (Rubio),0
Providence,Cumberland 0801,Statewide Delegate,,Republican,Marco Capaldi (Rubio),1
Providence,Cumberland 0801,Statewide Delegate,,Republican,Patrick Sweeney (Rubio),2
Providence,Cumberland 0801,Statewide Delegate,,Republican,Gary S. Sasse (Rubio),9
Providence,Cumberland 0801,Statewide Delegate,,Republican,"Francis T. Maher, Jr. (Rubio)",3
Providence,Cumberland 0801,Statewide Delegate,,Republican,Paula A. Smith (Rubio),2
Providence,Cumberland 0801,Statewide Delegate,,Republican,Giovanni Feroce (Rubio),3
Providence,Cumberland 0801,Statewide Delegate,,Republican,Daniel Patrick Reilly (Rubio),2
Providence,Cumberland 0801,Statewide Delegate,,Republican,Scott B. Klimaj (Rubio),1
Providence,Cumberland 0801,Statewide Delegate,,Republican,Stephen A. Mello (Rubio),1
Providence,Cumberland 0801,Statewide Delegate,,Republican,Hasan Alsawaf (Rubio),2
Providence,Cumberland 0801,Statewide Delegate,,Republican,Luis A. Vargas (Rubio),2
Providence,Cumberland 0801,Statewide Delegate,,Republican,Anthony W. Lancellotta (Rubio),1
Providence,Cumberland 0801,Statewide Delegate,,Republican,Michael W. Favicchio (Rubio),1
Providence,Cumberland 0801,Statewide Delegate,,Republican,Randall A. Jackvony (Rubio),2
Providence,Cumberland 0801,Statewide Delegate,,Republican,William M. Brennen (Rubio),1
Providence,Cumberland 0801,Statewide Delegate,,Republican,Jerome L. Missel (Rubio),0
Providence,Cumberland 0801,Statewide Delegate,,Republican,Margaret B. Rogers (Rubio),1
Providence,Cumberland 0801,Statewide Delegate,,Republican,Christopher W. Stanley (Rubio),1
Providence,Cumberland 0801,Statewide Delegate,,Republican,Elliot Caldwell (Uncommitted),16
Providence,Cumberland 0801,Statewide Delegate,,Republican,Overvotes,30
Providence,Cumberland 0801,Statewide Delegate,,Republican,Undervotes,2011
Providence,Cumberland 0808,President,,Democratic,Mark Stewart,4
Providence,Cumberland 0808,President,,Democratic,Bernie Sanders,841
Providence,Cumberland 0808,President,,Democratic,Uncommitted,23
Providence,Cumberland 0808,President,,Democratic,"Roque ""Rocky""  De La Fuente",4
Providence,Cumberland 0808,President,,Democratic,Hillary Clinton,667
Providence,Cumberland 0808,President,,Democratic,Overvotes,2
Providence,Cumberland 0808,President,,Democratic,Undervotes,35
Providence,Cumberland 0808,Delegate for Sanders,1,Democratic,Roland C. Gauvin,681
Providence,Cumberland 0808,Delegate for Sanders,1,Democratic,Walter M. Conklin,676
Providence,Cumberland 0808,Delegate for Sanders,1,Democratic,Hilary G. Stookey,659
Providence,Cumberland 0808,Delegate for Sanders,1,Democratic,Robert K. Goldman,658
Providence,Cumberland 0808,Delegate for Sanders,1,Democratic,Jesse D. Crichton,633
Providence,Cumberland 0808,Delegate for Sanders,1,Democratic,Linda L. Ujifusa,640
Providence,Cumberland 0808,Delegate for Sanders,1,Democratic,Amanda Montgomery,673
Providence,Cumberland 0808,Delegate for Sanders,1,Democratic,Laura Perez,655
Providence,Cumberland 0808,Delegate for Sanders,1,Democratic,Overvotes,0
Providence,Cumberland 0808,Delegate for Sanders,1,Democratic,Undervotes,1517
Providence,Cumberland 0808,Delegate for Uncommitted,1,Democratic,Emalee Ann Lally,14
Providence,Cumberland 0808,Delegate for Uncommitted,1,Democratic,J. Mark Ryan,13
Providence,Cumberland 0808,Delegate for Uncommitted,1,Democratic,Caitlin E. Howle,13
Providence,Cumberland 0808,Delegate for Uncommitted,1,Democratic,Beth F. Adamo,16
Providence,Cumberland 0808,Delegate for Uncommitted,1,Democratic,Overvotes,0
Providence,Cumberland 0808,Delegate for Uncommitted,1,Democratic,Undervotes,128
Providence,Cumberland 0808,Delegate for Clinton,1,Democratic,Brett P. Smiley,283
Providence,Cumberland 0808,Delegate for Clinton,1,Democratic,Kate G. Weymouth,286
Providence,Cumberland 0808,Delegate for Clinton,1,Democratic,Deborah L. Ruggiero,343
Providence,Cumberland 0808,Delegate for Clinton,1,Democratic,Myrth York,417
Providence,Cumberland 0808,Delegate for Clinton,1,Democratic,Andrew W. Moore,162
Providence,Cumberland 0808,Delegate for Clinton,1,Democratic,Sue Eckert Sawoski,239
Providence,Cumberland 0808,Delegate for Clinton,1,Democratic,"Joseph Robert Paolino, III",352
Providence,Cumberland 0808,Delegate for Clinton,1,Democratic,H. Claiborne Pell,436
Providence,Cumberland 0808,Delegate for Clinton,1,Democratic,June S. Speakman,189
Providence,Cumberland 0808,Delegate for Clinton,1,Democratic,Joan Panichas Milas,193
Providence,Cumberland 0808,Delegate for Clinton,1,Democratic,Jacqueline Marie Paolino,327
Providence,Cumberland 0808,Delegate for Clinton,1,Democratic,Colleen A. Callahan,313
Providence,Cumberland 0808,Delegate for Clinton,1,Democratic,"Frederick W. Hoppe, JR.",137
Providence,Cumberland 0808,Delegate for Clinton,1,Democratic,Overvotes,72
Providence,Cumberland 0808,Delegate for Clinton,1,Democratic,Undervotes,1643
Providence,Cumberland 0808,President,,Republican,Donald J. Trump,625
Providence,Cumberland 0808,President,,Republican,Ted Cruz,114
Providence,Cumberland 0808,President,,Republican,John R. Kasich,317
Providence,Cumberland 0808,President,,Republican,Marco Rubio,5
Providence,Cumberland 0808,President,,Republican,Uncommitted,3
Providence,Cumberland 0808,President,,Republican,Overvotes,0
Providence,Cumberland 0808,President,,Republican,Undervotes,16
Providence,Cumberland 0808,Congressional Delegate,1,Republican,Edward J. O'Neill (Trump),615
Providence,Cumberland 0808,Congressional Delegate,1,Republican,Giovanni D. Cicione (Cruz),123
Providence,Cumberland 0808,Congressional Delegate,1,Republican,Eileen M. Olson  (Cruz),131
Providence,Cumberland 0808,Congressional Delegate,1,Republican,Thomas M. Dickinson (Kasich),342
Providence,Cumberland 0808,Congressional Delegate,1,Republican,Chad R. Mollica (Kasich),297
Providence,Cumberland 0808,Congressional Delegate,1,Republican,"John A. Pagliarni, Jr. (Rubio)",32
Providence,Cumberland 0808,Congressional Delegate,1,Republican,Lisa L. Bell (Rubio),37
Providence,Cumberland 0808,Congressional Delegate,1,Republican,David B. Talan (Rubio),14
Providence,Cumberland 0808,Congressional Delegate,1,Republican,Anthony G. Spiratos (Uncommitted),124
Providence,Cumberland 0808,Congressional Delegate,1,Republican,Overvotes,6
Providence,Cumberland 0808,Congressional Delegate,1,Republican,Undervotes,1521
Providence,Cumberland 0808,Statewide Delegate,,Republican,"Edward J. Doura, Jr. (Trump)",281
Providence,Cumberland 0808,Statewide Delegate,,Republican,Kathleen S. Odell (Trump),240
Providence,Cumberland 0808,Statewide Delegate,,Republican,Lacey McGreevy (Trump),198
Providence,Cumberland 0808,Statewide Delegate,,Republican,Frank W. LaFazia (Trump),217
Providence,Cumberland 0808,Statewide Delegate,,Republican,Debra Zarrella (Trump),234
Providence,Cumberland 0808,Statewide Delegate,,Republican,Rebecca Schiff (Trump),201
Providence,Cumberland 0808,Statewide Delegate,,Republican,Eileen G. Grossman (Trump),172
Providence,Cumberland 0808,Statewide Delegate,,Republican,Andrew G. Webb (Trump),219
Providence,Cumberland 0808,Statewide Delegate,,Republican,Susan Iannitelli (Trump),210
Providence,Cumberland 0808,Statewide Delegate,,Republican,Stacia Huyler (Trump),128
Providence,Cumberland 0808,Statewide Delegate,,Republican,"F. William Pennoyver, IV (Trump)",100
Providence,Cumberland 0808,Statewide Delegate,,Republican,Doreen Marie Costa (Trump),219
Providence,Cumberland 0808,Statewide Delegate,,Republican,Martha A. Stamp (Trump),141
Providence,Cumberland 0808,Statewide Delegate,,Republican,Louis P. Paolino (Trump),170
Providence,Cumberland 0808,Statewide Delegate,,Republican,Elizabeth Ann Leach (Trump),127
Providence,Cumberland 0808,Statewide Delegate,,Republican,Armand T. Lusi (Trump),113
Providence,Cumberland 0808,Statewide Delegate,,Republican,Marie E. Issa (Trump),141
Providence,Cumberland 0808,Statewide Delegate,,Republican,Linda A. Steere Larson (Trump),86
Providence,Cumberland 0808,Statewide Delegate,,Republican,David E. Watson (Trump),177
Providence,Cumberland 0808,Statewide Delegate,,Republican,Mary E. Marcello (Trump),100
Providence,Cumberland 0808,Statewide Delegate,,Republican,Sean M. Todd (Trump),156
Providence,Cumberland 0808,Statewide Delegate,,Republican,Erica A. Marsland (Trump),115
Providence,Cumberland 0808,Statewide Delegate,,Republican,Michael J. Picillo (Trump),113
Providence,Cumberland 0808,Statewide Delegate,,Republican,Robert B. Bolton (Trump),202
Providence,Cumberland 0808,Statewide Delegate,,Republican,"Gerald P. Zarrella, Sr. (Trump)",127
Providence,Cumberland 0808,Statewide Delegate,,Republican,Susan Applegate-Lockridge (Trump),55
Providence,Cumberland 0808,Statewide Delegate,,Republican,Donna M. Marsland (Trump),57
Providence,Cumberland 0808,Statewide Delegate,,Republican,Marilyn Cocozza Trillo (Trump),161
Providence,Cumberland 0808,Statewide Delegate,,Republican,Patrick M. Mannix (Trump),74
Providence,Cumberland 0808,Statewide Delegate,,Republican,Frank R. Palin (Trump),195
Providence,Cumberland 0808,Statewide Delegate,,Republican,Emily L. Kus (Cruz),49
Providence,Cumberland 0808,Statewide Delegate,,Republican,"Robert D. Sullivan, III (Cruz)",63
Providence,Cumberland 0808,Statewide Delegate,,Republican,Russell C. Hryzan (Cruz),46
Providence,Cumberland 0808,Statewide Delegate,,Republican,Karina E. Rapoza (Cruz),51
Providence,Cumberland 0808,Statewide Delegate,,Republican,Mark Smiley (Cruz),63
Providence,Cumberland 0808,Statewide Delegate,,Republican,Ernest A. Greco (Cruz),43
Providence,Cumberland 0808,Statewide Delegate,,Republican,Gina M. Catalano (Cruz),58
Providence,Cumberland 0808,Statewide Delegate,,Republican,Darlene E. Dame (Cruz),41
Providence,Cumberland 0808,Statewide Delegate,,Republican,Lester R. Olson (Cruz),44
Providence,Cumberland 0808,Statewide Delegate,,Republican,John I. Donovan (Cruz),44
Providence,Cumberland 0808,Statewide Delegate,,Republican,John J. Evers (Cruz),25
Providence,Cumberland 0808,Statewide Delegate,,Republican,Grant A. Van Eck (Cruz),28
Providence,Cumberland 0808,Statewide Delegate,,Republican,Mary D. Fitzhugh (Cruz),34
Providence,Cumberland 0808,Statewide Delegate,,Republican,William K. White (Kasich),181
Providence,Cumberland 0808,Statewide Delegate,,Republican,Akilah J. Keita (Kasich),112
Providence,Cumberland 0808,Statewide Delegate,,Republican,Nicholas D. Kettle (Kasich),143
Providence,Cumberland 0808,Statewide Delegate,,Republican,Robert J. Durant (Kasich),138
Providence,Cumberland 0808,Statewide Delegate,,Republican,Dawson Tucker Hodgson (Kasich),155
Providence,Cumberland 0808,Statewide Delegate,,Republican,Geoffrey E. Grove (Kasich),100
Providence,Cumberland 0808,Statewide Delegate,,Republican,"Robert H. Breslin, Jr. (Kasich)",132
Providence,Cumberland 0808,Statewide Delegate,,Republican,"Caswell Cooke, Jr. (Kasich)",124
Providence,Cumberland 0808,Statewide Delegate,,Republican,Christine M. Misto (Kasich),163
Providence,Cumberland 0808,Statewide Delegate,,Republican,John R. Gowell (Kasich),103
Providence,Cumberland 0808,Statewide Delegate,,Republican,Edward F. Hanley (Kasich),106
Providence,Cumberland 0808,Statewide Delegate,,Republican,Daniel S. Harrop (Kasich),95
Providence,Cumberland 0808,Statewide Delegate,,Republican,Robert J. Ferri (Kasich),96
Providence,Cumberland 0808,Statewide Delegate,,Republican,Paul L. Dion (Kasich),100
Providence,Cumberland 0808,Statewide Delegate,,Republican,Tina M. Walker (Kasich),117
Providence,Cumberland 0808,Statewide Delegate,,Republican,Meg Niemann Durant (Kasich),115
Providence,Cumberland 0808,Statewide Delegate,,Republican,James E. Walker (Kasich),108
Providence,Cumberland 0808,Statewide Delegate,,Republican,"William K. Wray, Sr. (Rubio)",2
Providence,Cumberland 0808,Statewide Delegate,,Republican,Martha L. Wallick (Rubio),4
Providence,Cumberland 0808,Statewide Delegate,,Republican,Thomas E. Rogers (Rubio),2
Providence,Cumberland 0808,Statewide Delegate,,Republican,Marion E. O'Brien (Rubio),11
Providence,Cumberland 0808,Statewide Delegate,,Republican,Sandra E. Morse (Rubio),8
Providence,Cumberland 0808,Statewide Delegate,,Republican,Allan W. Fung (Rubio),21
Providence,Cumberland 0808,Statewide Delegate,,Republican,Matthew Louis Fabisch (Rubio),0
Providence,Cumberland 0808,Statewide Delegate,,Republican,Alfred J. Passarelli (Rubio),1
Providence,Cumberland 0808,Statewide Delegate,,Republican,Kirk S. Jordan (Rubio),0
Providence,Cumberland 0808,Statewide Delegate,,Republican,Carlos E. Lopez (Rubio),2
Providence,Cumberland 0808,Statewide Delegate,,Republican,Susan F. Lancellotta (Rubio),10
Providence,Cumberland 0808,Statewide Delegate,,Republican,Jason R. Masterson (Rubio),4
Providence,Cumberland 0808,Statewide Delegate,,Republican,Robert A. Nardolillo (Rubio),2
Providence,Cumberland 0808,Statewide Delegate,,Republican,Patrick M. McCarthy (Rubio),4
Providence,Cumberland 0808,Statewide Delegate,,Republican,David R. Kanig (Rubio),0
Providence,Cumberland 0808,Statewide Delegate,,Republican,Marco Capaldi (Rubio),3
Providence,Cumberland 0808,Statewide Delegate,,Republican,Patrick Sweeney (Rubio),8
Providence,Cumberland 0808,Statewide Delegate,,Republican,Gary S. Sasse (Rubio),5
Providence,Cumberland 0808,Statewide Delegate,,Republican,"Francis T. Maher, Jr. (Rubio)",1
Providence,Cumberland 0808,Statewide Delegate,,Republican,Paula A. Smith (Rubio),6
Providence,Cumberland 0808,Statewide Delegate,,Republican,Giovanni Feroce (Rubio),3
Providence,Cumberland 0808,Statewide Delegate,,Republican,Daniel Patrick Reilly (Rubio),6
Providence,Cumberland 0808,Statewide Delegate,,Republican,Scott B. Klimaj (Rubio),0
Providence,Cumberland 0808,Statewide Delegate,,Republican,Stephen A. Mello (Rubio),5
Providence,Cumberland 0808,Statewide Delegate,,Republican,Hasan Alsawaf (Rubio),0
Providence,Cumberland 0808,Statewide Delegate,,Republican,Luis A. Vargas (Rubio),0
Providence,Cumberland 0808,Statewide Delegate,,Republican,Anthony W. Lancellotta (Rubio),0
Providence,Cumberland 0808,Statewide Delegate,,Republican,Michael W. Favicchio (Rubio),1
Providence,Cumberland 0808,Statewide Delegate,,Republican,Randall A. Jackvony (Rubio),7
Providence,Cumberland 0808,Statewide Delegate,,Republican,William M. Brennen (Rubio),2
Providence,Cumberland 0808,Statewide Delegate,,Republican,Jerome L. Missel (Rubio),0
Providence,Cumberland 0808,Statewide Delegate,,Republican,Margaret B. Rogers (Rubio),8
Providence,Cumberland 0808,Statewide Delegate,,Republican,Christopher W. Stanley (Rubio),2
Providence,Cumberland 0808,Statewide Delegate,,Republican,Elliot Caldwell (Uncommitted),32
Providence,Cumberland 0808,Statewide Delegate,,Republican,Overvotes,210
Providence,Cumberland 0808,Statewide Delegate,,Republican,Undervotes,3034
Providence,Cumberland 0812,President,,Democratic,Mark Stewart,2
Providence,Cumberland 0812,President,,Democratic,Bernie Sanders,879
Providence,Cumberland 0812,President,,Democratic,Uncommitted,23
Providence,Cumberland 0812,President,,Democratic,"Roque ""Rocky""  De La Fuente",3
Providence,Cumberland 0812,President,,Democratic,Hillary Clinton,636
Providence,Cumberland 0812,President,,Democratic,Overvotes,6
Providence,Cumberland 0812,President,,Democratic,Undervotes,46
Providence,Cumberland 0812,Delegate for Sanders,1,Democratic,Roland C. Gauvin,688
Providence,Cumberland 0812,Delegate for Sanders,1,Democratic,Walter M. Conklin,681
Providence,Cumberland 0812,Delegate for Sanders,1,Democratic,Hilary G. Stookey,649
Providence,Cumberland 0812,Delegate for Sanders,1,Democratic,Robert K. Goldman,662
Providence,Cumberland 0812,Delegate for Sanders,1,Democratic,Jesse D. Crichton,631
Providence,Cumberland 0812,Delegate for Sanders,1,Democratic,Linda L. Ujifusa,629
Providence,Cumberland 0812,Delegate for Sanders,1,Democratic,Amanda Montgomery,667
Providence,Cumberland 0812,Delegate for Sanders,1,Democratic,Laura Perez,659
Providence,Cumberland 0812,Delegate for Sanders,1,Democratic,Overvotes,0
Providence,Cumberland 0812,Delegate for Sanders,1,Democratic,Undervotes,1822
Providence,Cumberland 0812,Delegate for Uncommitted,1,Democratic,Emalee Ann Lally,8
Providence,Cumberland 0812,Delegate for Uncommitted,1,Democratic,J. Mark Ryan,11
Providence,Cumberland 0812,Delegate for Uncommitted,1,Democratic,Caitlin E. Howle,8
Providence,Cumberland 0812,Delegate for Uncommitted,1,Democratic,Beth F. Adamo,8
Providence,Cumberland 0812,Delegate for Uncommitted,1,Democratic,Overvotes,0
Providence,Cumberland 0812,Delegate for Uncommitted,1,Democratic,Undervotes,157
Providence,Cumberland 0812,Delegate for Clinton,1,Democratic,Brett P. Smiley,276
Providence,Cumberland 0812,Delegate for Clinton,1,Democratic,Kate G. Weymouth,231
Providence,Cumberland 0812,Delegate for Clinton,1,Democratic,Deborah L. Ruggiero,292
Providence,Cumberland 0812,Delegate for Clinton,1,Democratic,Myrth York,363
Providence,Cumberland 0812,Delegate for Clinton,1,Democratic,Andrew W. Moore,157
Providence,Cumberland 0812,Delegate for Clinton,1,Democratic,Sue Eckert Sawoski,180
Providence,Cumberland 0812,Delegate for Clinton,1,Democratic,"Joseph Robert Paolino, III",303
Providence,Cumberland 0812,Delegate for Clinton,1,Democratic,H. Claiborne Pell,387
Providence,Cumberland 0812,Delegate for Clinton,1,Democratic,June S. Speakman,141
Providence,Cumberland 0812,Delegate for Clinton,1,Democratic,Joan Panichas Milas,148
Providence,Cumberland 0812,Delegate for Clinton,1,Democratic,Jacqueline Marie Paolino,284
Providence,Cumberland 0812,Delegate for Clinton,1,Democratic,Colleen A. Callahan,235
Providence,Cumberland 0812,Delegate for Clinton,1,Democratic,"Frederick W. Hoppe, JR.",119
Providence,Cumberland 0812,Delegate for Clinton,1,Democratic,Overvotes,272
Providence,Cumberland 0812,Delegate for Clinton,1,Democratic,Undervotes,1812
Providence,Cumberland 0812,President,,Republican,Donald J. Trump,383
Providence,Cumberland 0812,President,,Republican,Ted Cruz,81
Providence,Cumberland 0812,President,,Republican,John R. Kasich,145
Providence,Cumberland 0812,President,,Republican,Marco Rubio,3
Providence,Cumberland 0812,President,,Republican,Uncommitted,5
Providence,Cumberland 0812,President,,Republican,Overvotes,1
Providence,Cumberland 0812,President,,Republican,Undervotes,6
Providence,Cumberland 0812,Congressional Delegate,1,Republican,Edward J. O'Neill (Trump),379
Providence,Cumberland 0812,Congressional Delegate,1,Republican,Giovanni D. Cicione (Cruz),90
Providence,Cumberland 0812,Congressional Delegate,1,Republican,Eileen M. Olson  (Cruz),94
Providence,Cumberland 0812,Congressional Delegate,1,Republican,Thomas M. Dickinson (Kasich),174
Providence,Cumberland 0812,Congressional Delegate,1,Republican,Chad R. Mollica (Kasich),136
Providence,Cumberland 0812,Congressional Delegate,1,Republican,"John A. Pagliarni, Jr. (Rubio)",13
Providence,Cumberland 0812,Congressional Delegate,1,Republican,Lisa L. Bell (Rubio),31
Providence,Cumberland 0812,Congressional Delegate,1,Republican,David B. Talan (Rubio),4
Providence,Cumberland 0812,Congressional Delegate,1,Republican,Anthony G. Spiratos (Uncommitted),81
Providence,Cumberland 0812,Congressional Delegate,1,Republican,Overvotes,12
Providence,Cumberland 0812,Congressional Delegate,1,Republican,Undervotes,861
Providence,Cumberland 0812,Statewide Delegate,,Republican,"Edward J. Doura, Jr. (Trump)",179
Providence,Cumberland 0812,Statewide Delegate,,Republican,Kathleen S. Odell (Trump),139
Providence,Cumberland 0812,Statewide Delegate,,Republican,Lacey McGreevy (Trump),108
Providence,Cumberland 0812,Statewide Delegate,,Republican,Frank W. LaFazia (Trump),120
Providence,Cumberland 0812,Statewide Delegate,,Republican,Debra Zarrella (Trump),131
Providence,Cumberland 0812,Statewide Delegate,,Republican,Rebecca Schiff (Trump),107
Providence,Cumberland 0812,Statewide Delegate,,Republican,Eileen G. Grossman (Trump),87
Providence,Cumberland 0812,Statewide Delegate,,Republican,Andrew G. Webb (Trump),140
Providence,Cumberland 0812,Statewide Delegate,,Republican,Susan Iannitelli (Trump),129
Providence,Cumberland 0812,Statewide Delegate,,Republican,Stacia Huyler (Trump),75
Providence,Cumberland 0812,Statewide Delegate,,Republican,"F. William Pennoyver, IV (Trump)",63
Providence,Cumberland 0812,Statewide Delegate,,Republican,Doreen Marie Costa (Trump),123
Providence,Cumberland 0812,Statewide Delegate,,Republican,Martha A. Stamp (Trump),82
Providence,Cumberland 0812,Statewide Delegate,,Republican,Louis P. Paolino (Trump),101
Providence,Cumberland 0812,Statewide Delegate,,Republican,Elizabeth Ann Leach (Trump),72
Providence,Cumberland 0812,Statewide Delegate,,Republican,Armand T. Lusi (Trump),62
Providence,Cumberland 0812,Statewide Delegate,,Republican,Marie E. Issa (Trump),81
Providence,Cumberland 0812,Statewide Delegate,,Republican,Linda A. Steere Larson (Trump),48
Providence,Cumberland 0812,Statewide Delegate,,Republican,David E. Watson (Trump),88
Providence,Cumberland 0812,Statewide Delegate,,Republican,Mary E. Marcello (Trump),55
Providence,Cumberland 0812,Statewide Delegate,,Republican,Sean M. Todd (Trump),84
Providence,Cumberland 0812,Statewide Delegate,,Republican,Erica A. Marsland (Trump),46
Providence,Cumberland 0812,Statewide Delegate,,Republican,Michael J. Picillo (Trump),72
Providence,Cumberland 0812,Statewide Delegate,,Republican,Robert B. Bolton (Trump),112
