,office,district,candidate,party,parent_jurisdiction,jurisdiction,votes,absentee_votes,,
48937,U.S. House,1,J.J. Summerell,L,HERTFORD,CM,5,,,
48938,U.S. House,1,J.J. Summerell,L,HERTFORD,OS AHOSKIE,,,,
48939,U.S. House,1,J.J. Summerell,L,HERTFORD,M1,21,,,
48940,U.S. House,1,J.J. Summerell,L,HERTFORD,A2,15,,,
48941,U.S. House,1,J.J. Summerell,L,HERTFORD,SJ,3,,,
48942,U.S. House,1,J.J. Summerell,L,HERTFORD,A1,12,,,
48943,U.S. House,1,"H. Powell Dew, Jr.",R,HERTFORD,CO,75,,,
48944,U.S. House,1,"H. Powell Dew, Jr.",R,HERTFORD,M2,184,,,
48945,U.S. House,1,"H. Powell Dew, Jr.",R,HERTFORD,BR,45,,,
48946,U.S. House,1,"H. Powell Dew, Jr.",R,HERTFORD,HV,214,,,
48947,U.S. House,1,"H. Powell Dew, Jr.",R,HERTFORD,A1,357,,,
48948,U.S. House,1,"H. Powell Dew, Jr.",R,HERTFORD,A2,484,,,
48949,U.S. House,1,"H. Powell Dew, Jr.",R,HERTFORD,UN,192,,,
48950,U.S. House,1,"H. Powell Dew, Jr.",R,HERTFORD,OS BOE,,,,
48951,U.S. House,1,"H. Powell Dew, Jr.",R,HERTFORD,A3,52,,,
48952,U.S. House,1,"H. Powell Dew, Jr.",R,HERTFORD,M1,373,,,
48953,U.S. House,1,"H. Powell Dew, Jr.",R,HERTFORD,OS AHOSKIE,,,,
48954,U.S. House,1,"H. Powell Dew, Jr.",R,HERTFORD,WN,183,,,
48955,U.S. House,1,"H. Powell Dew, Jr.",R,HERTFORD,OS MBORO,,,,
48956,U.S. House,1,"H. Powell Dew, Jr.",R,HERTFORD,ML,236,,,
48957,U.S. House,1,"H. Powell Dew, Jr.",R,HERTFORD,SJ,123,,,
48958,U.S. House,1,"H. Powell Dew, Jr.",R,HERTFORD,CM,139,,,
48959,U.S. House,1,"H. Powell Dew, Jr.",R,HERTFORD,MAIL ABSENTEE,,,,
48960,U.S. House,1,G. K. Butterfield,D,HERTFORD,MAIL ABSENTEE,,,,
48961,U.S. House,1,G. K. Butterfield,D,HERTFORD,OS BOE,,,,
48962,U.S. House,1,G. K. Butterfield,D,HERTFORD,A3,831,,,
48963,U.S. House,1,G. K. Butterfield,D,HERTFORD,M1,1247,,,
48964,U.S. House,1,G. K. Butterfield,D,HERTFORD,OS MBORO,,,,
48965,U.S. House,1,G. K. Butterfield,D,HERTFORD,M2,604,,,
48966,U.S. House,1,G. K. Butterfield,D,HERTFORD,CO,306,,,
48967,U.S. House,1,G. K. Butterfield,D,HERTFORD,HV,333,,,
48968,U.S. House,1,G. K. Butterfield,D,HERTFORD,BR,254,,,
48969,U.S. House,1,G. K. Butterfield,D,HERTFORD,ML,122,,,
48970,U.S. House,1,G. K. Butterfield,D,HERTFORD,OS AHOSKIE,,,,
48971,U.S. House,1,G. K. Butterfield,D,HERTFORD,SJ,374,,,
48972,U.S. House,1,G. K. Butterfield,D,HERTFORD,A2,763,,,
48973,U.S. House,1,G. K. Butterfield,D,HERTFORD,A1,970,,,
48974,U.S. House,1,G. K. Butterfield,D,HERTFORD,CM,170,,,
48975,U.S. House,1,G. K. Butterfield,D,HERTFORD,UN,441,,,
48976,U.S. House,1,G. K. Butterfield,D,HERTFORD,WN,653,,,
49203,US PRESIDENT,,Write-In (Miscellaneous),,HARNETT,OS ERWIN,,,,
49204,US PRESIDENT,,Write-In (Miscellaneous),,HARNETT,PR24,,,,
49205,US PRESIDENT,,Write-In (Miscellaneous),,HARNETT,OS LOBBY,,,,
49206,US PRESIDENT,,Write-In (Miscellaneous),,HARNETT,PR29,,,,
49207,US PRESIDENT,,Write-In (Miscellaneous),,HARNETT,PR26,,,,
49208,US PRESIDENT,,Write-In (Miscellaneous),,HARNETT,PR32,,,,
49209,US PRESIDENT,,Write-In (Miscellaneous),,HARNETT,ABSENTEE,,,,
49210,US PRESIDENT,,Write-In (Miscellaneous),,HARNETT,PR28,,,,
49211,US PRESIDENT,,Write-In (Miscellaneous),,HARNETT,PR07,,,,
49212,US PRESIDENT,,Write-In (Miscellaneous),,HARNETT,OS ANDERSON,,,,
49213,US PRESIDENT,,Write-In (Miscellaneous),,HARNETT,PR31,,,,
49214,US PRESIDENT,,Write-In (Miscellaneous),,HARNETT,OS ANGIER,,,,
49215,US PRESIDENT,,Write-In (Miscellaneous),,HARNETT,PR25,,,,
49216,US PRESIDENT,,Write-In (Miscellaneous),,HARNETT,PR23,,,,
49217,US PRESIDENT,,Write-In (Miscellaneous),,HARNETT,PR01,,,,
49218,US PRESIDENT,,Write-In (Miscellaneous),,HARNETT,PR20,,,,
49219,US PRESIDENT,,Write-In (Miscellaneous),,HARNETT,PR16,,,,
49220,US PRESIDENT,,Write-In (Miscellaneous),,HARNETT,PR08,,,,
49221,US PRESIDENT,,Write-In (Miscellaneous),,HARNETT,OS WESTERN,,,,
49222,US PRESIDENT,,Jill Stein (Write-In),,HARNETT,PR16,,,,
49223,US PRESIDENT,,Jill Stein (Write-In),,HARNETT,PR07,,,,
49224,US PRESIDENT,,Jill Stein (Write-In),,HARNETT,OS WESTERN,,,,
49225,US PRESIDENT,,Jill Stein (Write-In),,HARNETT,PR25,,,,
49226,US PRESIDENT,,Jill Stein (Write-In),,HARNETT,PR08,,,,
49227,US PRESIDENT,,Jill Stein (Write-In),,HARNETT,PR20,,,,
49228,US PRESIDENT,,Jill Stein (Write-In),,HARNETT,PR23,,,,
49229,US PRESIDENT,,Jill Stein (Write-In),,HARNETT,OS ANGIER,,,,
49230,US PRESIDENT,,Jill Stein (Write-In),,HARNETT,PR01,,,,
49231,US PRESIDENT,,Jill Stein (Write-In),,HARNETT,PR31,,,,
49232,US PRESIDENT,,Jill Stein (Write-In),,HARNETT,PR28,,,,
49233,US PRESIDENT,,Jill Stein (Write-In),,HARNETT,ABSENTEE,,,,
49234,US PRESIDENT,,Jill Stein (Write-In),,HARNETT,PR29,,,,
49235,US PRESIDENT,,Jill Stein (Write-In),,HARNETT,OS ERWIN,,,,
49236,US PRESIDENT,,Jill Stein (Write-In),,HARNETT,OS LOBBY,,,,
49237,US PRESIDENT,,Jill Stein (Write-In),,HARNETT,PR32,,,,
49238,US PRESIDENT,,Jill Stein (Write-In),,HARNETT,PR24,,,,
49239,US PRESIDENT,,Jill Stein (Write-In),,HARNETT,PR26,,,,
49240,US PRESIDENT,,Jill Stein (Write-In),,HARNETT,OS ANDERSON,,,,
49241,US PRESIDENT,,Hillary Clinton,D,HARNETT,PR29,1203,,,
49242,US PRESIDENT,,Hillary Clinton,D,HARNETT,OS LOBBY,,,,
49243,US PRESIDENT,,Hillary Clinton,D,HARNETT,PR07,2617,,,
49244,US PRESIDENT,,Hillary Clinton,D,HARNETT,PR26,776,,,
49245,US PRESIDENT,,Hillary Clinton,D,HARNETT,PR24,1041,,,
49246,US PRESIDENT,,Hillary Clinton,D,HARNETT,PR32,912,,,
49247,US PRESIDENT,,Hillary Clinton,D,HARNETT,OS WESTERN,,,,
49248,US PRESIDENT,,Hillary Clinton,D,HARNETT,OS ERWIN,,,,
49249,US PRESIDENT,,Hillary Clinton,D,HARNETT,OS ANDERSON,,,,
49250,US PRESIDENT,,Hillary Clinton,D,HARNETT,ABSENTEE,,,,
49251,US PRESIDENT,,Hillary Clinton,D,HARNETT,PR25,1139,,,
49252,US PRESIDENT,,Hillary Clinton,D,HARNETT,OS ANGIER,,,,
49253,US PRESIDENT,,Hillary Clinton,D,HARNETT,PR20,1019,,,
49254,US PRESIDENT,,Hillary Clinton,D,HARNETT,PR23,1136,,,
49255,US PRESIDENT,,Hillary Clinton,D,HARNETT,PR01,2060,,,
49256,US PRESIDENT,,Hillary Clinton,D,HARNETT,PR16,1293,,,
49257,US PRESIDENT,,Hillary Clinton,D,HARNETT,PR31,874,,,
49258,US PRESIDENT,,Hillary Clinton,D,HARNETT,PR28,1032,,,
49259,US PRESIDENT,,Hillary Clinton,D,HARNETT,PR08,1635,,,
49260,US PRESIDENT,,Gary Johnson,L,HARNETT,OS ANGIER,,,,
49261,US PRESIDENT,,Gary Johnson,L,HARNETT,PR07,263,,,
49262,US PRESIDENT,,Gary Johnson,L,HARNETT,PR28,112,,,
49263,US PRESIDENT,,Gary Johnson,L,HARNETT,PR31,39,,,
49264,US PRESIDENT,,Gary Johnson,L,HARNETT,PR01,161,,,
49265,US PRESIDENT,,Gary Johnson,L,HARNETT,PR24,95,,,
49266,US PRESIDENT,,Gary Johnson,L,HARNETT,PR08,131,,,
49267,US PRESIDENT,,Gary Johnson,L,HARNETT,OS ANDERSON,,,,
49268,US PRESIDENT,,Gary Johnson,L,HARNETT,PR26,48,,,
49269,US PRESIDENT,,Gary Johnson,L,HARNETT,PR29,53,,,
49270,US PRESIDENT,,Gary Johnson,L,HARNETT,PR32,82,,,
49271,US PRESIDENT,,Gary Johnson,L,HARNETT,OS ERWIN,,,,
49272,US PRESIDENT,,Gary Johnson,L,HARNETT,OS WESTERN,,,,
49273,US PRESIDENT,,Gary Johnson,L,HARNETT,ABSENTEE,,,,
49274,US PRESIDENT,,Gary Johnson,L,HARNETT,PR16,137,,,
49275,US PRESIDENT,,Gary Johnson,L,HARNETT,OS LOBBY,,,,
49276,US PRESIDENT,,Gary Johnson,L,HARNETT,PR25,31,,,
49277,US PRESIDENT,,Gary Johnson,L,HARNETT,PR23,78,,,
49278,US PRESIDENT,,Gary Johnson,L,HARNETT,PR20,22,,,
49279,US PRESIDENT,,Donald J. Trump,R,HARNETT,PR16,1855,,,
49280,US PRESIDENT,,Donald J. Trump,R,HARNETT,PR01,2898,,,
49281,US PRESIDENT,,Donald J. Trump,R,HARNETT,OS WESTERN,,,,
49282,US PRESIDENT,,Donald J. Trump,R,HARNETT,PR08,2850,,,
49283,US PRESIDENT,,Donald J. Trump,R,HARNETT,OS ANGIER,,,,
49284,US PRESIDENT,,Donald J. Trump,R,HARNETT,PR25,1216,,,
49285,US PRESIDENT,,Donald J. Trump,R,HARNETT,PR20,837,,,
49286,US PRESIDENT,,Donald J. Trump,R,HARNETT,PR23,2192,,,
49287,US PRESIDENT,,Donald J. Trump,R,HARNETT,PR07,3780,,,
49288,US PRESIDENT,,Donald J. Trump,R,HARNETT,PR28,2765,,,
49289,US PRESIDENT,,Donald J. Trump,R,HARNETT,PR31,737,,,
49290,US PRESIDENT,,Donald J. Trump,R,HARNETT,ABSENTEE,,,,
49291,US PRESIDENT,,Donald J. Trump,R,HARNETT,OS ANDERSON,,,,
49292,US PRESIDENT,,Donald J. Trump,R,HARNETT,PR29,2022,,,
49293,US PRESIDENT,,Donald J. Trump,R,HARNETT,OS ERWIN,,,,
49294,US PRESIDENT,,Donald J. Trump,R,HARNETT,PR32,1585,,,
49295,US PRESIDENT,,Donald J. Trump,R,HARNETT,PR24,3039,,,
49296,US PRESIDENT,,Donald J. Trump,R,HARNETT,PR26,1838,,,
49297,US PRESIDENT,,Donald J. Trump,R,HARNETT,OS LOBBY,,,,
49462,U.S. House,7,David Rouzer,R,JOHNSTON,PR07,1532,,,
49463,U.S. House,7,David Rouzer,R,JOHNSTON,ONE STOP ARCHER LODGE,,,,
49464,U.S. House,7,David Rouzer,R,JOHNSTON,PR36,872,,,
49465,U.S. House,7,David Rouzer,R,JOHNSTON,PR14,1392,,,
49466,U.S. House,2,John P. McNeil,D,JOHNSTON,PR19,259,,,
49467,U.S. House,2,John P. McNeil,D,JOHNSTON,ONE STOP BENSON,,,,
49468,U.S. House,2,John P. McNeil,D,JOHNSTON,PR26,12,,,
49469,U.S. House,2,John P. McNeil,D,JOHNSTON,PR27A,588,,,
49470,U.S. House,2,John P. McNeil,D,JOHNSTON,PR12B,1153,,,
49471,U.S. House,2,John P. McNeil,D,JOHNSTON,PR29B,1968,,,
49472,U.S. House,2,John P. McNeil,D,JOHNSTON,PR32,579,,,
49473,U.S. House,2,John P. McNeil,D,JOHNSTON,PR24,818,,,
49474,U.S. House,2,John P. McNeil,D,JOHNSTON,PR31B,1327,,,
49475,U.S. House,2,John P. McNeil,D,JOHNSTON,ONE STOP SMITHFIELD,,,,
49476,U.S. House,2,John P. McNeil,D,JOHNSTON,PR30,958,,,
49477,U.S. House,2,John P. McNeil,D,JOHNSTON,PR28,835,,,
49478,U.S. House,2,John P. McNeil,D,JOHNSTON,PR21,339,,,
49479,U.S. House,2,John P. McNeil,D,JOHNSTON,PR10A,1040,,,
49480,U.S. House,2,John P. McNeil,D,JOHNSTON,PR11A,856,,,
49481,U.S. House,2,John P. McNeil,D,JOHNSTON,PR36,203,,,
49482,U.S. House,2,John P. McNeil,D,JOHNSTON,ONE STOP CLEVELAND,,,,
49483,U.S. House,2,John P. McNeil,D,JOHNSTON,ONE STOP CLAYTON,,,,
49484,U.S. House,2,John P. McNeil,D,JOHNSTON,PR20,750,,,
49485,U.S. House,2,John P. McNeil,D,JOHNSTON,PR10B,428,,,
49486,U.S. House,2,John P. McNeil,D,JOHNSTON,PR29A,1170,,,
49487,U.S. House,2,John P. McNeil,D,JOHNSTON,PR11B,1374,,,
49488,U.S. House,2,John P. McNeil,D,JOHNSTON,PR34,1965,,,
49489,U.S. House,2,John P. McNeil,D,JOHNSTON,PR09,1203,,,
49490,U.S. House,2,John P. McNeil,D,JOHNSTON,PR25,801,,,
49491,U.S. House,2,John P. McNeil,D,JOHNSTON,PR27B,765,,,
49492,U.S. House,2,John P. McNeil,D,JOHNSTON,ONE STOP ARCHER LODGE,,,,
49493,U.S. House,2,John P. McNeil,D,JOHNSTON,PR12A,1118,,,
49494,U.S. House,2,John P. McNeil,D,JOHNSTON,PR31A,628,,,
49495,U.S. House,2,George Holding,R,JOHNSTON,PR19,881,,,
49496,U.S. House,2,George Holding,R,JOHNSTON,PR11B,1854,,,
49497,U.S. House,2,George Holding,R,JOHNSTON,PR29B,3858,,,
49498,U.S. House,2,George Holding,R,JOHNSTON,PR31B,2366,,,
49499,U.S. House,2,George Holding,R,JOHNSTON,PR24,559,,,
49500,U.S. House,2,George Holding,R,JOHNSTON,PR26,4,,,
49501,U.S. House,2,George Holding,R,JOHNSTON,PR32,1351,,,
49502,U.S. House,2,George Holding,R,JOHNSTON,ONE STOP BENSON,,,,
49503,U.S. House,2,George Holding,R,JOHNSTON,PR12A,1844,,,
49504,U.S. House,2,George Holding,R,JOHNSTON,PR30,1420,,,
49505,U.S. House,2,George Holding,R,JOHNSTON,PR28,1687,,,
49506,U.S. House,2,George Holding,R,JOHNSTON,PR36,561,,,
49507,U.S. House,2,George Holding,R,JOHNSTON,ONE STOP SMITHFIELD,,,,
49508,U.S. House,2,George Holding,R,JOHNSTON,ONE STOP CLEVELAND,,,,
49509,U.S. House,2,George Holding,R,JOHNSTON,PR27A,620,,,
49510,U.S. House,2,George Holding,R,JOHNSTON,PR21,1430,,,
49511,U.S. House,2,George Holding,R,JOHNSTON,PR11A,1274,,,
49512,U.S. House,2,George Holding,R,JOHNSTON,PR20,1278,,,
49513,U.S. House,2,George Holding,R,JOHNSTON,PR25,765,,,
49514,U.S. House,2,George Holding,R,JOHNSTON,PR10B,1012,,,
49515,U.S. House,2,George Holding,R,JOHNSTON,PR27B,1120,,,
49516,U.S. House,2,George Holding,R,JOHNSTON,ONE STOP CLAYTON,,,,
49517,U.S. House,2,George Holding,R,JOHNSTON,PR29A,2697,,,
49518,U.S. House,2,George Holding,R,JOHNSTON,PR09,2237,,,
49519,U.S. House,2,George Holding,R,JOHNSTON,PR10A,849,,,
49520,U.S. House,2,George Holding,R,JOHNSTON,ONE STOP ARCHER LODGE,,,,
49521,U.S. House,2,George Holding,R,JOHNSTON,PR12B,1943,,,
49522,U.S. House,2,George Holding,R,JOHNSTON,PR34,1995,,,
49523,U.S. House,2,George Holding,R,JOHNSTON,PR31A,1297,,,
49575,U.S. House,11,Rick Bryson,D,JACKSON,QUA,906,,,
49576,U.S. House,11,Rick Bryson,D,JACKSON,SSW,981,,,
49577,U.S. House,11,Rick Bryson,D,JACKSON,CUL,2251,,,
49578,U.S. House,11,Rick Bryson,D,JACKSON,BCK,310,,,
49579,U.S. House,11,Rick Bryson,D,JACKSON,GCK,322,,,
49580,U.S. House,11,Rick Bryson,D,JACKSON,CFK,159,,,
49581,U.S. House,11,Rick Bryson,D,JACKSON,RIV,211,,,
49582,U.S. House,11,Rick Bryson,D,JACKSON,CAN,102,,,
49583,U.S. House,11,Rick Bryson,D,JACKSON,SCC,469,,,
49584,U.S. House,11,Rick Bryson,D,JACKSON,CURBSIDE OS,,,,
49585,U.S. House,11,Rick Bryson,D,JACKSON,ABSENTEE,,,,
49586,U.S. House,11,Rick Bryson,D,JACKSON,GLV,341,,,
49587,U.S. House,11,Rick Bryson,D,JACKSON,SND,959,,,
49588,U.S. House,11,Rick Bryson,D,JACKSON,SAV,303,,,
49589,U.S. House,11,Rick Bryson,D,JACKSON,CURBSIDE ED,,,,
49590,U.S. House,11,Rick Bryson,D,JACKSON,WEB,695,,,
49591,U.S. House,11,Rick Bryson,D,JACKSON,CAS,387,,,
49592,U.S. House,11,Mark Meadows,R,JACKSON,CAS,909,,,
49593,U.S. House,11,Mark Meadows,R,JACKSON,WEB,684,,,
49594,U.S. House,11,Mark Meadows,R,JACKSON,CUL,1801,,,
49595,U.S. House,11,Mark Meadows,R,JACKSON,GCK,411,,,
49596,U.S. House,11,Mark Meadows,R,JACKSON,CURBSIDE ED,,,,
49597,U.S. House,11,Mark Meadows,R,JACKSON,QUA,996,,,
49598,U.S. House,11,Mark Meadows,R,JACKSON,SCC,575,,,
49599,U.S. House,11,Mark Meadows,R,JACKSON,CURBSIDE OS,,,,
49600,U.S. House,11,Mark Meadows,R,JACKSON,BCK,565,,,
49601,U.S. House,11,Mark Meadows,R,JACKSON,CAN,202,,,
49602,U.S. House,11,Mark Meadows,R,JACKSON,RIV,313,,,
49603,U.S. House,11,Mark Meadows,R,JACKSON,SND,885,,,
49604,U.S. House,11,Mark Meadows,R,JACKSON,SSW,861,,,
49605,U.S. House,11,Mark Meadows,R,JACKSON,ABSENTEE,,,,
49606,U.S. House,11,Mark Meadows,R,JACKSON,SAV,506,,,
49607,U.S. House,11,Mark Meadows,R,JACKSON,CFK,242,,,
49608,U.S. House,11,Mark Meadows,R,JACKSON,GLV,836,,,
50372,U.S. House,13,Ted Budd,R,GUILFORD,G15,330,,,
50373,U.S. House,13,Ted Budd,R,GUILFORD,G16,563,,,
50374,U.S. House,13,Ted Budd,R,GUILFORD,G56,268,,,
50375,U.S. House,13,Ted Budd,R,GUILFORD,G59,204,,,
50376,U.S. House,13,Ted Budd,R,GUILFORD,H05,202,,,
50377,U.S. House,13,Ted Budd,R,GUILFORD,JAM2,772,,,
50378,U.S. House,13,Ted Budd,R,GUILFORD,FEN2,987,,,
50379,U.S. House,13,Ted Budd,R,GUILFORD,G12,175,,,
50380,U.S. House,13,Ted Budd,R,GUILFORD,H14,803,,,
50381,U.S. House,13,Ted Budd,R,GUILFORD,H19B,321,,,
50382,U.S. House,13,Ted Budd,R,GUILFORD,G65,639,,,
50383,U.S. House,13,Ted Budd,R,GUILFORD,H09,44,,,
50384,U.S. House,13,Ted Budd,R,GUILFORD,G50,364,,,
50385,U.S. House,13,Ted Budd,R,GUILFORD,G53,153,,,
50386,U.S. House,13,Ted Budd,R,GUILFORD,ABS/PROV/CURB 1,,,,
50387,U.S. House,13,Ted Budd,R,GUILFORD,G40B,559,,,
50388,U.S. House,13,Ted Budd,R,GUILFORD,H21,628,,,
50389,U.S. House,13,Ted Budd,R,GUILFORD,H24,1029,,,
50390,U.S. House,13,Ted Budd,R,GUILFORD,H18,281,,,
50391,U.S. House,13,Ted Budd,R,GUILFORD,H11,186,,,
50392,U.S. House,13,Ted Budd,R,GUILFORD,G23,426,,,
50393,U.S. House,13,Ted Budd,R,GUILFORD,G19,620,,,
50394,U.S. House,13,Ted Budd,R,GUILFORD,G44,287,,,
50395,U.S. House,13,Ted Budd,R,GUILFORD,G45,419,,,
50396,U.S. House,13,Ted Budd,R,GUILFORD,G41B,682,,,
50397,U.S. House,13,Ted Budd,R,GUILFORD,G70,50,,,
50398,U.S. House,13,Ted Budd,R,GUILFORD,G75,94,,,
50399,U.S. House,13,Ted Budd,R,GUILFORD,SUM1,552,,,
50400,U.S. House,13,Ted Budd,R,GUILFORD,PG2,1512,,,
50401,U.S. House,13,Ted Budd,R,GUILFORD,JAM1,1274,,,
50402,U.S. House,13,Ted Budd,R,GUILFORD,G31,552,,,
50403,U.S. House,13,Ted Budd,R,GUILFORD,G38,778,,,
50404,U.S. House,13,Ted Budd,R,GUILFORD,G62,376,,,
50405,U.S. House,13,Ted Budd,R,GUILFORD,FR5B,673,,,
50406,U.S. House,13,Ted Budd,R,GUILFORD,ABS/PROV/CURB 3,,,,
50407,U.S. House,13,Ted Budd,R,GUILFORD,H25,1604,,,
50408,U.S. House,13,Ted Budd,R,GUILFORD,H20B,532,,,
50409,U.S. House,13,Ted Budd,R,GUILFORD,H28,982,,,
50410,U.S. House,13,Ted Budd,R,GUILFORD,ABS/CURB/PROV 4,,,,
50411,U.S. House,13,Ted Budd,R,GUILFORD,G01,97,,,
50412,U.S. House,13,Ted Budd,R,GUILFORD,FR5A,849,,,
50413,U.S. House,13,Ted Budd,R,GUILFORD,FR4,692,,,
50414,U.S. House,13,Ted Budd,R,GUILFORD,G17,611,,,
50415,U.S. House,13,Ted Budd,R,GUILFORD,G11,287,,,
50416,U.S. House,13,Ted Budd,R,GUILFORD,G20,967,,,
50417,U.S. House,13,Ted Budd,R,GUILFORD,G22,840,,,
50418,U.S. House,13,Ted Budd,R,GUILFORD,H17,248,,,
50419,U.S. House,13,Ted Budd,R,GUILFORD,JAM3,841,,,
50420,U.S. House,13,Ted Budd,R,GUILFORD,FEN1,801,,,
50421,U.S. House,13,Ted Budd,R,GUILFORD,G43,556,,,
50422,U.S. House,13,Ted Budd,R,GUILFORD,G48,490,,,
50423,U.S. House,13,Ted Budd,R,GUILFORD,H29B,738,,,
50424,U.S. House,13,Ted Budd,R,GUILFORD,H27-B,608,,,
50425,U.S. House,13,Ted Budd,R,GUILFORD,H27-A,985,,,
50426,U.S. House,13,Ted Budd,R,GUILFORD,H06,757,,,
50427,U.S. House,13,Ted Budd,R,GUILFORD,G74,46,,,
50428,U.S. House,13,Ted Budd,R,GUILFORD,H10,174,,,
50429,U.S. House,13,Ted Budd,R,GUILFORD,H13,764,,,
50430,U.S. House,13,Ted Budd,R,GUILFORD,G49,141,,,
50431,U.S. House,13,Ted Budd,R,GUILFORD,G73,35,,,
50432,U.S. House,13,Ted Budd,R,GUILFORD,FR2,954,,,
50433,U.S. House,13,Ted Budd,R,GUILFORD,G21,1130,,,
50434,U.S. House,13,Ted Budd,R,GUILFORD,G18,646,,,
50435,U.S. House,13,Ted Budd,R,GUILFORD,NCLAY1,1235,,,
50436,U.S. House,13,Ted Budd,R,GUILFORD,H08,51,,,
50437,U.S. House,13,Ted Budd,R,GUILFORD,H07,75,,,
50438,U.S. House,13,Ted Budd,R,GUILFORD,H15,630,,,
50439,U.S. House,13,Ted Budd,R,GUILFORD,G41A,525,,,
50440,U.S. House,13,Ted Budd,R,GUILFORD,G46,85,,,
50441,U.S. House,13,Ted Budd,R,GUILFORD,G71,1,,,
50442,U.S. House,13,Ted Budd,R,GUILFORD,SUM4,1198,,,
50443,U.S. House,13,Ted Budd,R,GUILFORD,FR3,621,,,
50444,U.S. House,13,Ted Budd,R,GUILFORD,G14,292,,,
50445,U.S. House,13,Ted Budd,R,GUILFORD,G55,318,,,
50446,U.S. House,13,Ted Budd,R,GUILFORD,G58,225,,,
50447,U.S. House,13,Ted Budd,R,GUILFORD,G52,124,,,
50448,U.S. House,13,Ted Budd,R,GUILFORD,H12,270,,,
50449,U.S. House,13,Ted Budd,R,GUILFORD,SUM3,717,,,
50450,U.S. House,13,Ted Budd,R,GUILFORD,JAM5,781,,,
50451,U.S. House,13,Ted Budd,R,GUILFORD,H23,670,,,
50452,U.S. House,13,Ted Budd,R,GUILFORD,H26,879,,,
50453,U.S. House,13,Ted Budd,R,GUILFORD,G34,775,,,
50454,U.S. House,13,Ted Budd,R,GUILFORD,H04,557,,,
50455,U.S. House,13,Ted Budd,R,GUILFORD,H03,197,,,
50456,U.S. House,13,Ted Budd,R,GUILFORD,NDRI,1446,,,
50457,U.S. House,13,Ted Budd,R,GUILFORD,G36,523,,,
50458,U.S. House,13,Ted Budd,R,GUILFORD,G37,463,,,
50459,U.S. House,13,Ted Budd,R,GUILFORD,G42A,759,,,
50460,U.S. House,13,Ted Budd,R,GUILFORD,G64,442,,,
50461,U.S. House,13,Ted Budd,R,GUILFORD,G61,280,,,
50462,U.S. House,13,Ted Budd,R,GUILFORD,G39,436,,,
50463,U.S. House,13,Ted Budd,R,GUILFORD,G67,26,,,
50464,U.S. House,13,Ted Budd,R,GUILFORD,H19A,126,,,
50465,U.S. House,13,Ted Budd,R,GUILFORD,ABS/PROV/CURB 2,,,,
50466,U.S. House,13,Ted Budd,R,GUILFORD,G47,315,,,
50467,U.S. House,13,Ted Budd,R,GUILFORD,G40A1,619,,,
50468,U.S. House,13,Ted Budd,R,GUILFORD,H29A,616,,,
50469,U.S. House,13,Ted Budd,R,GUILFORD,H22,416,,,
50470,U.S. House,13,Ted Budd,R,GUILFORD,H16,511,,,
50471,U.S. House,13,Ted Budd,R,GUILFORD,G30,795,,,
50472,U.S. House,13,Ted Budd,R,GUILFORD,SUM2,520,,,
50473,U.S. House,13,Ted Budd,R,GUILFORD,G13,361,,,
50474,U.S. House,13,Ted Budd,R,GUILFORD,G57,282,,,
50475,U.S. House,13,Ted Budd,R,GUILFORD,G51,344,,,
50476,U.S. House,13,Ted Budd,R,GUILFORD,G54,213,,,
50477,U.S. House,13,Ted Budd,R,GUILFORD,G69,130,,,
50478,U.S. House,13,Ted Budd,R,GUILFORD,JAM4,1204,,,
50479,U.S. House,13,Ted Budd,R,GUILFORD,PG1,821,,,
50480,U.S. House,13,Ted Budd,R,GUILFORD,SDRI,2388,,,
50481,U.S. House,13,Ted Budd,R,GUILFORD,FR1,1032,,,
50482,U.S. House,13,Ted Budd,R,GUILFORD,H20A,444,,,
