,office,district,candidate,party,parent_jurisdiction,jurisdiction,votes,absentee_votes,,
26759,US PRESIDENT,,Write-In (Miscellaneous),,RICHMOND,14,,,,
26760,US PRESIDENT,,Jill Stein (Write-In),,RICHMOND,11,,,,
26761,US PRESIDENT,,Jill Stein (Write-In),,RICHMOND,ONE STOP 100 COOP,,,,
26762,US PRESIDENT,,Jill Stein (Write-In),,RICHMOND,14,,,,
26763,US PRESIDENT,,Jill Stein (Write-In),,RICHMOND,ABSENTEE,,,,
26764,US PRESIDENT,,Jill Stein (Write-In),,RICHMOND,16,,,,
26765,US PRESIDENT,,Jill Stein (Write-In),,RICHMOND,1,,,,
26766,US PRESIDENT,,Jill Stein (Write-In),,RICHMOND,ONE STOP 100 COLE,,,,
26767,US PRESIDENT,,Jill Stein (Write-In),,RICHMOND,7,,,,
26768,US PRESIDENT,,Jill Stein (Write-In),,RICHMOND,4,,,,
26769,US PRESIDENT,,Jill Stein (Write-In),,RICHMOND,12,,,,
26770,US PRESIDENT,,Jill Stein (Write-In),,RICHMOND,15,,,,
26771,US PRESIDENT,,Jill Stein (Write-In),,RICHMOND,3,,,,
26772,US PRESIDENT,,Jill Stein (Write-In),,RICHMOND,6,,,,
26773,US PRESIDENT,,Jill Stein (Write-In),,RICHMOND,10,,,,
26774,US PRESIDENT,,Jill Stein (Write-In),,RICHMOND,9,,,,
26775,US PRESIDENT,,Jill Stein (Write-In),,RICHMOND,ONE STOP 100 NORMAN,,,,
26776,US PRESIDENT,,Jill Stein (Write-In),,RICHMOND,8,,,,
26777,US PRESIDENT,,Jill Stein (Write-In),,RICHMOND,5,,,,
26778,US PRESIDENT,,Jill Stein (Write-In),,RICHMOND,2,,,,
26779,US PRESIDENT,,Jill Stein (Write-In),,RICHMOND,ONE STOP 100 ELLERBE,,,,
26780,US PRESIDENT,,Jill Stein (Write-In),,RICHMOND,13,,,,
26781,US PRESIDENT,,Hillary Clinton,D,RICHMOND,9,1363,,,
26782,US PRESIDENT,,Hillary Clinton,D,RICHMOND,10,354,,,
26783,US PRESIDENT,,Hillary Clinton,D,RICHMOND,ONE STOP 100 NORMAN,,,,
26784,US PRESIDENT,,Hillary Clinton,D,RICHMOND,ABSENTEE,,,,
26785,US PRESIDENT,,Hillary Clinton,D,RICHMOND,13,217,,,
26786,US PRESIDENT,,Hillary Clinton,D,RICHMOND,ONE STOP 100 ELLERBE,,,,
26787,US PRESIDENT,,Hillary Clinton,D,RICHMOND,ONE STOP 100 COLE,,,,
26788,US PRESIDENT,,Hillary Clinton,D,RICHMOND,6,220,,,
26789,US PRESIDENT,,Hillary Clinton,D,RICHMOND,3,152,,,
26790,US PRESIDENT,,Hillary Clinton,D,RICHMOND,12,469,,,
26791,US PRESIDENT,,Hillary Clinton,D,RICHMOND,15,34,,,
26792,US PRESIDENT,,Hillary Clinton,D,RICHMOND,4,466,,,
26793,US PRESIDENT,,Hillary Clinton,D,RICHMOND,7,305,,,
26794,US PRESIDENT,,Hillary Clinton,D,RICHMOND,16,17,,,
26795,US PRESIDENT,,Hillary Clinton,D,RICHMOND,1,1793,,,
26796,US PRESIDENT,,Hillary Clinton,D,RICHMOND,14,,,,
26797,US PRESIDENT,,Hillary Clinton,D,RICHMOND,11,329,,,
26798,US PRESIDENT,,Hillary Clinton,D,RICHMOND,ONE STOP 100 COOP,,,,
26799,US PRESIDENT,,Hillary Clinton,D,RICHMOND,5,118,,,
26800,US PRESIDENT,,Hillary Clinton,D,RICHMOND,8,1352,,,
26801,US PRESIDENT,,Hillary Clinton,D,RICHMOND,2,1240,,,
26802,US PRESIDENT,,Gary Johnson,L,RICHMOND,12,21,,,
26803,US PRESIDENT,,Gary Johnson,L,RICHMOND,15,3,,,
26804,US PRESIDENT,,Gary Johnson,L,RICHMOND,ABSENTEE,,,,
26805,US PRESIDENT,,Gary Johnson,L,RICHMOND,7,9,,,
26806,US PRESIDENT,,Gary Johnson,L,RICHMOND,ONE STOP 100 ELLERBE,,,,
26807,US PRESIDENT,,Gary Johnson,L,RICHMOND,4,11,,,
26808,US PRESIDENT,,Gary Johnson,L,RICHMOND,1,54,,,
26809,US PRESIDENT,,Gary Johnson,L,RICHMOND,ONE STOP 100 COLE,,,,
26810,US PRESIDENT,,Gary Johnson,L,RICHMOND,16,7,,,
26811,US PRESIDENT,,Gary Johnson,L,RICHMOND,14,,,,
26812,US PRESIDENT,,Gary Johnson,L,RICHMOND,2,65,,,
26813,US PRESIDENT,,Gary Johnson,L,RICHMOND,5,9,,,
26814,US PRESIDENT,,Gary Johnson,L,RICHMOND,8,39,,,
26815,US PRESIDENT,,Gary Johnson,L,RICHMOND,11,5,,,
26816,US PRESIDENT,,Gary Johnson,L,RICHMOND,ONE STOP 100 COOP,,,,
26817,US PRESIDENT,,Gary Johnson,L,RICHMOND,3,12,,,
26818,US PRESIDENT,,Gary Johnson,L,RICHMOND,9,69,,,
26819,US PRESIDENT,,Gary Johnson,L,RICHMOND,6,14,,,
26820,US PRESIDENT,,Gary Johnson,L,RICHMOND,13,4,,,
26821,US PRESIDENT,,Gary Johnson,L,RICHMOND,ONE STOP 100 NORMAN,,,,
26822,US PRESIDENT,,Gary Johnson,L,RICHMOND,10,9,,,
26823,US PRESIDENT,,Donald J. Trump,R,RICHMOND,7,296,,,
26824,US PRESIDENT,,Donald J. Trump,R,RICHMOND,4,534,,,
26825,US PRESIDENT,,Donald J. Trump,R,RICHMOND,12,652,,,
26826,US PRESIDENT,,Donald J. Trump,R,RICHMOND,1,1128,,,
26827,US PRESIDENT,,Donald J. Trump,R,RICHMOND,15,98,,,
26828,US PRESIDENT,,Donald J. Trump,R,RICHMOND,16,209,,,
26829,US PRESIDENT,,Donald J. Trump,R,RICHMOND,5,204,,,
26830,US PRESIDENT,,Donald J. Trump,R,RICHMOND,8,1037,,,
26831,US PRESIDENT,,Donald J. Trump,R,RICHMOND,2,2138,,,
26832,US PRESIDENT,,Donald J. Trump,R,RICHMOND,14,,,,
26833,US PRESIDENT,,Donald J. Trump,R,RICHMOND,3,447,,,
26834,US PRESIDENT,,Donald J. Trump,R,RICHMOND,6,664,,,
26835,US PRESIDENT,,Donald J. Trump,R,RICHMOND,13,332,,,
26836,US PRESIDENT,,Donald J. Trump,R,RICHMOND,9,1930,,,
26837,US PRESIDENT,,Donald J. Trump,R,RICHMOND,ABSENTEE,,,,
26838,US PRESIDENT,,Donald J. Trump,R,RICHMOND,11,476,,,
26839,US PRESIDENT,,Donald J. Trump,R,RICHMOND,ONE STOP 100 COOP,,,,
26840,US PRESIDENT,,Donald J. Trump,R,RICHMOND,ONE STOP 100 NORMAN,,,,
26841,US PRESIDENT,,Donald J. Trump,R,RICHMOND,ONE STOP 100 ELLERBE,,,,
26842,US PRESIDENT,,Donald J. Trump,R,RICHMOND,ONE STOP 100 COLE,,,,
26843,US PRESIDENT,,Donald J. Trump,R,RICHMOND,10,204,,,
26970,U.S. House,6,Pete Glidewell,D,PERSON,HLWY,212,,,
26971,U.S. House,6,Pete Glidewell,D,PERSON,SWST,478,,,
26972,U.S. House,6,Pete Glidewell,D,PERSON,OLHI,319,,,
26973,U.S. House,6,Pete Glidewell,D,PERSON,MTTZ,543,,,
26974,U.S. House,6,Pete Glidewell,D,PERSON,FLRI,1058,,,
26975,U.S. House,6,Pete Glidewell,D,PERSON,CUCL,443,,,
26976,U.S. House,6,Pete Glidewell,D,PERSON,RCTL,1431,,,
26977,U.S. House,6,Pete Glidewell,D,PERSON,ALVI,707,,,
26978,U.S. House,6,Pete Glidewell,D,PERSON,ROX4,616,,,
26979,U.S. House,6,Pete Glidewell,D,PERSON,WDSD,357,,,
26980,U.S. House,6,Pete Glidewell,D,PERSON,PNTH,1378,,,
26981,U.S. House,6,B. Mark Walker,R,PERSON,MTTZ,1197,,,
26982,U.S. House,6,B. Mark Walker,R,PERSON,FLRI,2461,,,
26983,U.S. House,6,B. Mark Walker,R,PERSON,SWST,902,,,
26984,U.S. House,6,B. Mark Walker,R,PERSON,RCTL,1384,,,
26985,U.S. House,6,B. Mark Walker,R,PERSON,PNTH,1171,,,
26986,U.S. House,6,B. Mark Walker,R,PERSON,ROX4,496,,,
26987,U.S. House,6,B. Mark Walker,R,PERSON,ALVI,740,,,
26988,U.S. House,6,B. Mark Walker,R,PERSON,CUCL,821,,,
26989,U.S. House,6,B. Mark Walker,R,PERSON,HLWY,519,,,
26990,U.S. House,6,B. Mark Walker,R,PERSON,WDSD,361,,,
26991,U.S. House,6,B. Mark Walker,R,PERSON,OLHI,841,,,
27025,U.S. House,3,Walter B. Jones,R,PAMLICO,4VM A,73,,,
27026,U.S. House,3,Walter B. Jones,R,PAMLICO,5AP,1094,,,
27027,U.S. House,3,Walter B. Jones,R,PAMLICO,1RB,802,,,
27028,U.S. House,3,Walter B. Jones,R,PAMLICO,2OT,928,,,
27029,U.S. House,3,Walter B. Jones,R,PAMLICO,4HB,130,,,
27030,U.S. House,3,Walter B. Jones,R,PAMLICO,1AL A,263,,,
27031,U.S. House,3,Walter B. Jones,R,PAMLICO,3BY,502,,,
27032,U.S. House,3,Walter B. Jones,R,PAMLICO,1GB,534,,,
27033,U.S. House,3,Walter B. Jones,R,PAMLICO,4MSIC,81,,,
27034,U.S. House,3,Walter B. Jones,R,PAMLICO,ABSENTEE,,,,
27035,U.S. House,3,Walter B. Jones,R,PAMLICO,2SW,218,,,
27036,U.S. House,3,Ernest T. Reeves,D,PAMLICO,3BY,473,,,
27037,U.S. House,3,Ernest T. Reeves,D,PAMLICO,2SW,101,,,
27038,U.S. House,3,Ernest T. Reeves,D,PAMLICO,1GB,106,,,
27039,U.S. House,3,Ernest T. Reeves,D,PAMLICO,2OT,597,,,
27040,U.S. House,3,Ernest T. Reeves,D,PAMLICO,1RB,196,,,
27041,U.S. House,3,Ernest T. Reeves,D,PAMLICO,1AL A,84,,,
27042,U.S. House,3,Ernest T. Reeves,D,PAMLICO,4VM A,73,,,
27043,U.S. House,3,Ernest T. Reeves,D,PAMLICO,4MSIC,51,,,
27044,U.S. House,3,Ernest T. Reeves,D,PAMLICO,ABSENTEE,,,,
27045,U.S. House,3,Ernest T. Reeves,D,PAMLICO,5AP,446,,,
27046,U.S. House,3,Ernest T. Reeves,D,PAMLICO,4HB,6,,,
27359,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,NEWTOW,,,,
27360,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,RICH S,,,,
27361,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,REHOBE,,,,
27362,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,PENDLE,,,,
27363,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,GALATI,,,,
27364,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,SEABOA,,,,
27365,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,OS RICH SQUARE,,,,
27366,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,LAKE G,,,,
27367,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,CONWAY,,,,
27368,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,OS OFFICE,,,,
27369,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,WOODLA,,,,
27370,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,MILWAU,,,,
27371,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,GASTON,,,,
27372,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,POTECA,,,,
27373,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,SEVERN,,,,
27374,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,OS LAKE GASTON,,,,
27375,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,PLEASA,,,,
27376,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,LASKER,,,,
27377,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,GARYSB,,,,
27378,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,CREEKS,,,,
27379,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,JACKSO,,,,
27380,US PRESIDENT,,Write-In (Miscellaneous),,NORTHAMPTON,OS GASTON,,,,
27381,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,POTECA,,,,
27382,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,CREEKS,,,,
27383,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,OS GASTON,,,,
27384,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,NEWTOW,,,,
27385,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,SEABOA,,,,
27386,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,PLEASA,,,,
27387,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,LASKER,,,,
27388,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,GARYSB,,,,
27389,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,MILWAU,,,,
27390,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,JACKSO,,,,
27391,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,GALATI,,,,
27392,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,CONWAY,,,,
27393,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,OS LAKE GASTON,,,,
27394,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,SEVERN,,,,
27395,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,OS RICH SQUARE,,,,
27396,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,LAKE G,,,,
27397,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,REHOBE,,,,
27398,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,RICH S,,,,
27399,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,GASTON,,,,
27400,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,WOODLA,,,,
27401,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,OS OFFICE,,,,
27402,US PRESIDENT,,Jill Stein (Write-In),,NORTHAMPTON,PENDLE,,,,
27403,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,RICH S,757,,,
27404,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,LAKE G,427,,,
27405,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,NEWTOW,171,,,
27406,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,GASTON,1252,,,
27407,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,WOODLA,308,,,
27408,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,PENDLE,88,,,
27409,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,PLEASA,171,,,
27410,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,CONWAY,224,,,
27411,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,MILWAU,139,,,
27412,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,SEVERN,118,,,
27413,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,GARYSB,1035,,,
27414,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,OS GASTON,,,,
27415,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,LASKER,59,,,
27416,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,JACKSO,298,,,
27417,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,POTECA,,,,
27418,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,CREEKS,199,,,
27419,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,OS LAKE GASTON,,,,
27420,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,OS OFFICE,,,,
27421,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,REHOBE,117,,,
27422,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,SEABOA,459,,,
27423,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,GALATI,218,,,
27424,US PRESIDENT,,Hillary Clinton,D,NORTHAMPTON,OS RICH SQUARE,,,,
27425,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,NEWTOW,6,,,
27426,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,GARYSB,1,,,
27427,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,JACKSO,5,,,
27428,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,OS GASTON,,,,
27429,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,RICH S,9,,,
27430,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,POTECA,,,,
27431,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,REHOBE,1,,,
27432,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,GALATI,5,,,
27433,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,SEABOA,4,,,
27434,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,MILWAU,5,,,
27435,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,GASTON,16,,,
27436,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,SEVERN,6,,,
27437,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,PLEASA,1,,,
27438,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,OS RICH SQUARE,,,,
27439,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,LAKE G,10,,,
27440,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,LASKER,1,,,
27441,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,CONWAY,9,,,
27442,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,WOODLA,6,,,
27443,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,OS OFFICE,,,,
27444,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,PENDLE,4,,,
27445,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,OS LAKE GASTON,,,,
27446,US PRESIDENT,,Gary Johnson,L,NORTHAMPTON,CREEKS,4,,,
27447,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,PLEASA,72,,,
27448,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,CONWAY,320,,,
27449,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,LASKER,149,,,
27450,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,OS GASTON,,,,
27451,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,CREEKS,274,,,
27452,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,MILWAU,118,,,
27453,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,OS OFFICE,,,,
27454,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,OS LAKE GASTON,,,,
27455,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,GARYSB,116,,,
27456,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,JACKSO,202,,,
27457,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,POTECA,,,,
27458,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,NEWTOW,208,,,
27459,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,PENDLE,79,,,
27460,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,GALATI,219,,,
27461,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,SEABOA,208,,,
27462,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,RICH S,193,,,
27463,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,REHOBE,64,,,
27464,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,OS RICH SQUARE,,,,
27465,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,LAKE G,534,,,
27466,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,SEVERN,142,,,
27467,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,WOODLA,175,,,
27468,US PRESIDENT,,Donald J. Trump,R,NORTHAMPTON,GASTON,469,,,
29578,U.S. House,11,Rick Bryson,D,MCDOWELL,CCREEK,504,,,
29579,U.S. House,11,Rick Bryson,D,MCDOWELL,DYSART,311,,,
29580,U.S. House,11,Rick Bryson,D,MCDOWELL,4-Mar,182,,,
29581,U.S. House,11,Rick Bryson,D,MCDOWELL,NEBO,474,,,
29582,U.S. House,11,Rick Bryson,D,MCDOWELL,N.COVE,122,,,
29583,U.S. House,11,Rick Bryson,D,MCDOWELL,FORT 2,184,,,
29584,U.S. House,11,Rick Bryson,D,MCDOWELL,1-Mar,501,,,
29585,U.S. House,11,Rick Bryson,D,MCDOWELL,PLEASA,369,,,
29586,U.S. House,11,Rick Bryson,D,MCDOWELL,WEST M,563,,,
29587,U.S. House,11,Rick Bryson,D,MCDOWELL,GLENWD,231,,,
29588,U.S. House,11,Rick Bryson,D,MCDOWELL,2-Mar,461,,,
29589,U.S. House,11,Rick Bryson,D,MCDOWELL,M.COVE,210,,,
29590,U.S. House,11,Rick Bryson,D,MCDOWELL,5-Mar,164,,,
29591,U.S. House,11,Rick Bryson,D,MCDOWELL,T.COVE,81,,,
29592,U.S. House,11,Rick Bryson,D,MCDOWELL,3-Mar,145,,,
29593,U.S. House,11,Rick Bryson,D,MCDOWELL,FORT 1,253,,,
29594,U.S. House,11,Rick Bryson,D,MCDOWELL,HIGGIN,190,,,
29595,U.S. House,11,Mark Meadows,R,MCDOWELL,2-Mar,510,,,
29596,U.S. House,11,Mark Meadows,R,MCDOWELL,3-Mar,405,,,
29597,U.S. House,11,Mark Meadows,R,MCDOWELL,HIGGIN,607,,,
29598,U.S. House,11,Mark Meadows,R,MCDOWELL,FORT 1,639,,,
29599,U.S. House,11,Mark Meadows,R,MCDOWELL,5-Mar,391,,,
29600,U.S. House,11,Mark Meadows,R,MCDOWELL,M.COVE,909,,,
29601,U.S. House,11,Mark Meadows,R,MCDOWELL,NEBO,1447,,,
29602,U.S. House,11,Mark Meadows,R,MCDOWELL,DYSART,1110,,,
29603,U.S. House,11,Mark Meadows,R,MCDOWELL,CCREEK,1308,,,
29604,U.S. House,11,Mark Meadows,R,MCDOWELL,T.COVE,448,,,
29605,U.S. House,11,Mark Meadows,R,MCDOWELL,WEST M,1658,,,
29606,U.S. House,11,Mark Meadows,R,MCDOWELL,N.COVE,426,,,
29607,U.S. House,11,Mark Meadows,R,MCDOWELL,1-Mar,1355,,,
29608,U.S. House,11,Mark Meadows,R,MCDOWELL,PLEASA,1195,,,
29609,U.S. House,11,Mark Meadows,R,MCDOWELL,GLENWD,919,,,
29610,U.S. House,11,Mark Meadows,R,MCDOWELL,4-Mar,406,,,
29611,U.S. House,11,Mark Meadows,R,MCDOWELL,FORT 2,533,,,
30148,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,H03,,,,
30149,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,CF06,,,,
30150,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,H08,,,,
30151,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,H12,,,,
30152,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,W18,,,,
30153,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,W15,,,,
30154,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,W12,,,,
30155,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,WB,,,,
30156,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,W27,,,,
30157,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,W24,,,,
30158,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,W21,,,,
30159,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,OS CAB PAPER,,,,
30160,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,H04,,,,
30161,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,H05,,,,
30162,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,FP03,,,,
30163,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,FP07,,,,
30164,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,M06,,,,
30165,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,W30,,,,
30166,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,CF02,,,,
30167,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,CF01,,,,
30168,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,H11,,,,
30169,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,OS NLB PAPER,,,,
30170,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,W08,,,,
30171,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,W31,,,,
30172,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,H13,,,,
30173,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,M03,,,,
30174,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,H06,,,,
30175,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,H10,,,,
30176,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,FP06,,,,
30177,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,W29,,,,
30178,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,W16,,,,
30179,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,W26,,,,
30180,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,W13,,,,
30181,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,W17,,,,
30182,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,CF05,,,,
30183,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,W28,,,,
30184,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,W25,,,,
30185,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,OS GVT PAPER,,,,
30186,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,OS SRC PAPER,,,,
30187,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,M02,,,,
30188,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,ABSENTEE,,,,
30189,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,FP04,,,,
30190,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,M04,,,,
30191,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,M07,,,,
30192,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,OS CFCC PAPER,,,,
30193,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,H02,,,,
30194,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,W03,,,,
30195,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,H01,,,,
30196,US PRESIDENT,,Write-In (Miscellaneous),,NEW HANOVER,FP08,,,,
30197,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,H04,,,,
30198,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,H03,,,,
30199,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,CF05,,,,
30200,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,CF06,,,,
30201,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,H12,,,,
30202,US PRESIDENT,,Jill Stein (Write-In),,NEW HANOVER,H08,,,,
