,office,district,candidate,party,parent_jurisdiction,jurisdiction,votes,absentee_votes,precinct
513,US PRESIDENT,,Hillary Clinton,D,DURHAM,13,270.0,0.0,DURHAM 13
514,US PRESIDENT,,Hillary Clinton,D,DURHAM,36,447.0,0.0,DURHAM 36
515,US PRESIDENT,,Hillary Clinton,D,DURHAM,OS-DTC,1560.0,0.0,DURHAM OS-DTC
516,US PRESIDENT,,Hillary Clinton,D,DURHAM,52,462.0,0.0,DURHAM 52
517,US PRESIDENT,,Hillary Clinton,D,DURHAM,12,168.0,0.0,DURHAM 12
518,US PRESIDENT,,Hillary Clinton,D,DURHAM,15,266.0,0.0,DURHAM 15
519,US PRESIDENT,,Hillary Clinton,D,DURHAM,17,444.0,0.0,DURHAM 17
520,US PRESIDENT,,Hillary Clinton,D,DURHAM,OS-ERL,10540.0,0.0,DURHAM OS-ERL
521,US PRESIDENT,,Hillary Clinton,D,DURHAM,OS-FRONT,1617.0,0.0,DURHAM OS-FRONT
522,US PRESIDENT,,Hillary Clinton,D,DURHAM,OS-GETG,1145.0,0.0,DURHAM OS-GETG
523,US PRESIDENT,,Hillary Clinton,D,DURHAM,4,310.0,0.0,DURHAM 4
524,US PRESIDENT,,Hillary Clinton,D,DURHAM,7,282.0,0.0,DURHAM 7
525,US PRESIDENT,,Hillary Clinton,D,DURHAM,41,291.0,0.0,DURHAM 41
526,US PRESIDENT,,Hillary Clinton,D,DURHAM,46,428.0,0.0,DURHAM 46
527,US PRESIDENT,,Hillary Clinton,D,DURHAM,28,197.0,0.0,DURHAM 28
528,US PRESIDENT,,Hillary Clinton,D,DURHAM,25,151.0,0.0,DURHAM 25
529,US PRESIDENT,,Hillary Clinton,D,DURHAM,27,295.0,0.0,DURHAM 27
530,US PRESIDENT,,Hillary Clinton,D,DURHAM,OS-DTCN,684.0,0.0,DURHAM OS-DTCN
531,US PRESIDENT,,Hillary Clinton,D,DURHAM,47,295.0,0.0,DURHAM 47
532,US PRESIDENT,,Hillary Clinton,D,DURHAM,30-1,434.0,0.0,DURHAM 30-1
533,US PRESIDENT,,Hillary Clinton,D,DURHAM,32,122.0,0.0,DURHAM 32
534,US PRESIDENT,,Hillary Clinton,D,DURHAM,14,306.0,0.0,DURHAM 14
535,US PRESIDENT,,Hillary Clinton,D,DURHAM,16,291.0,0.0,DURHAM 16
536,US PRESIDENT,,Hillary Clinton,D,DURHAM,19,511.0,0.0,DURHAM 19
537,US PRESIDENT,,Hillary Clinton,D,DURHAM,51,475.0,0.0,DURHAM 51
538,US PRESIDENT,,Hillary Clinton,D,DURHAM,54,516.0,0.0,DURHAM 54
539,US PRESIDENT,,Hillary Clinton,D,DURHAM,OS-NJBC,2259.0,0.0,DURHAM OS-NJBC
540,US PRESIDENT,,Hillary Clinton,D,DURHAM,43,457.0,0.0,DURHAM 43
541,US PRESIDENT,,Hillary Clinton,D,DURHAM,55-49,347.0,0.0,DURHAM 55-49
542,US PRESIDENT,,Hillary Clinton,D,DURHAM,38,511.0,0.0,DURHAM 38
543,US PRESIDENT,,Hillary Clinton,D,DURHAM,39,377.0,0.0,DURHAM 39
544,US PRESIDENT,,Hillary Clinton,D,DURHAM,20,254.0,0.0,DURHAM 20
545,US PRESIDENT,,Hillary Clinton,D,DURHAM,1,197.0,0.0,DURHAM 1
546,US PRESIDENT,,Gary Johnson,L,DURHAM,1,9.0,0.0,DURHAM 1
547,US PRESIDENT,,Gary Johnson,L,DURHAM,20,5.0,0.0,DURHAM 20
548,US PRESIDENT,,Gary Johnson,L,DURHAM,39,27.0,0.0,DURHAM 39
549,US PRESIDENT,,Gary Johnson,L,DURHAM,25,33.0,0.0,DURHAM 25
550,US PRESIDENT,,Gary Johnson,L,DURHAM,28,32.0,0.0,DURHAM 28
551,US PRESIDENT,,Gary Johnson,L,DURHAM,4,12.0,0.0,DURHAM 4
552,US PRESIDENT,,Gary Johnson,L,DURHAM,46,21.0,0.0,DURHAM 46
553,US PRESIDENT,,Gary Johnson,L,DURHAM,43,41.0,0.0,DURHAM 43
554,US PRESIDENT,,Gary Johnson,L,DURHAM,41,2.0,0.0,DURHAM 41
555,US PRESIDENT,,Gary Johnson,L,DURHAM,OS-IVY,98.0,0.0,DURHAM OS-IVY
556,US PRESIDENT,,Gary Johnson,L,DURHAM,27,29.0,0.0,DURHAM 27
557,US PRESIDENT,,Gary Johnson,L,DURHAM,47,2.0,0.0,DURHAM 47
558,US PRESIDENT,,Gary Johnson,L,DURHAM,7,10.0,0.0,DURHAM 7
559,US PRESIDENT,,Gary Johnson,L,DURHAM,OS-NJBC,42.0,0.0,DURHAM OS-NJBC
560,US PRESIDENT,,Gary Johnson,L,DURHAM,OS-NRL,424.0,0.0,DURHAM OS-NRL
561,US PRESIDENT,,Gary Johnson,L,DURHAM,24,22.0,0.0,DURHAM 24
562,US PRESIDENT,,Gary Johnson,L,DURHAM,30-2,27.0,0.0,DURHAM 30-2
563,US PRESIDENT,,Gary Johnson,L,DURHAM,45,31.0,0.0,DURHAM 45
564,US PRESIDENT,,Gary Johnson,L,DURHAM,3,17.0,0.0,DURHAM 3
565,US PRESIDENT,,Gary Johnson,L,DURHAM,23,27.0,0.0,DURHAM 23
566,US PRESIDENT,,Gary Johnson,L,DURHAM,26,12.0,0.0,DURHAM 26
567,US PRESIDENT,,Gary Johnson,L,DURHAM,40,12.0,0.0,DURHAM 40
568,US PRESIDENT,,Gary Johnson,L,DURHAM,6,13.0,0.0,DURHAM 6
569,US PRESIDENT,,Gary Johnson,L,DURHAM,9,19.0,0.0,DURHAM 9
570,US PRESIDENT,,Gary Johnson,L,DURHAM,53-1,31.0,0.0,DURHAM 53-1
571,US PRESIDENT,,Gary Johnson,L,DURHAM,53-2,55.0,0.0,DURHAM 53-2
572,US PRESIDENT,,Gary Johnson,L,DURHAM,OS-GETG,17.0,0.0,DURHAM OS-GETG
573,US PRESIDENT,,Gary Johnson,L,DURHAM,35.3,47.0,0.0,DURHAM 35.3
574,US PRESIDENT,,Gary Johnson,L,DURHAM,15,5.0,0.0,DURHAM 15
575,US PRESIDENT,,Gary Johnson,L,DURHAM,17,4.0,0.0,DURHAM 17
576,US PRESIDENT,,Gary Johnson,L,DURHAM,12,7.0,0.0,DURHAM 12
577,US PRESIDENT,,Gary Johnson,L,DURHAM,OS-NCCU,48.0,0.0,DURHAM OS-NCCU
578,US PRESIDENT,,Gary Johnson,L,DURHAM,OS-SRL,507.0,0.0,DURHAM OS-SRL
579,US PRESIDENT,,Gary Johnson,L,DURHAM,52,9.0,0.0,DURHAM 52
580,US PRESIDENT,,Gary Johnson,L,DURHAM,36,16.0,0.0,DURHAM 36
581,US PRESIDENT,,Gary Johnson,L,DURHAM,14,6.0,0.0,DURHAM 14
582,US PRESIDENT,,Gary Johnson,L,DURHAM,54,37.0,0.0,DURHAM 54
583,US PRESIDENT,,Gary Johnson,L,DURHAM,55-49,4.0,0.0,DURHAM 55-49
584,US PRESIDENT,,Gary Johnson,L,DURHAM,OS-ERL,352.0,0.0,DURHAM OS-ERL
585,US PRESIDENT,,Gary Johnson,L,DURHAM,16,21.0,0.0,DURHAM 16
586,US PRESIDENT,,Gary Johnson,L,DURHAM,38,41.0,0.0,DURHAM 38
587,US PRESIDENT,,Gary Johnson,L,DURHAM,19,23.0,0.0,DURHAM 19
588,US PRESIDENT,,Gary Johnson,L,DURHAM,32,23.0,0.0,DURHAM 32
589,US PRESIDENT,,Gary Johnson,L,DURHAM,51,67.0,0.0,DURHAM 51
590,US PRESIDENT,,Gary Johnson,L,DURHAM,5,20.0,0.0,DURHAM 5
591,US PRESIDENT,,Gary Johnson,L,DURHAM,2,21.0,0.0,DURHAM 2
592,US PRESIDENT,,Gary Johnson,L,DURHAM,8,16.0,0.0,DURHAM 8
593,US PRESIDENT,,Gary Johnson,L,DURHAM,29,21.0,0.0,DURHAM 29
594,US PRESIDENT,,Gary Johnson,L,DURHAM,22,14.0,0.0,DURHAM 22
595,US PRESIDENT,,Gary Johnson,L,DURHAM,42,1.0,0.0,DURHAM 42
596,US PRESIDENT,,Gary Johnson,L,DURHAM,44,41.0,0.0,DURHAM 44
597,US PRESIDENT,,Gary Johnson,L,DURHAM,OS-FRONT,97.0,0.0,DURHAM OS-FRONT
598,US PRESIDENT,,Gary Johnson,L,DURHAM,OS-DUKE,196.0,0.0,DURHAM OS-DUKE
599,US PRESIDENT,,Gary Johnson,L,DURHAM,OS-DTC,40.0,0.0,DURHAM OS-DTC
600,US PRESIDENT,,Gary Johnson,L,DURHAM,48,21.0,0.0,DURHAM 48
601,US PRESIDENT,,Gary Johnson,L,DURHAM,30-1,37.0,0.0,DURHAM 30-1
602,US PRESIDENT,,Gary Johnson,L,DURHAM,OS-DTCN,49.0,0.0,DURHAM OS-DTCN
603,US PRESIDENT,,Gary Johnson,L,DURHAM,21,11.0,0.0,DURHAM 21
604,US PRESIDENT,,Gary Johnson,L,DURHAM,31,34.0,0.0,DURHAM 31
605,US PRESIDENT,,Gary Johnson,L,DURHAM,34-1,24.0,0.0,DURHAM 34-1
606,US PRESIDENT,,Gary Johnson,L,DURHAM,37,26.0,0.0,DURHAM 37
607,US PRESIDENT,,Gary Johnson,L,DURHAM,10,2.0,0.0,DURHAM 10
608,US PRESIDENT,,Gary Johnson,L,DURHAM,13,4.0,0.0,DURHAM 13
609,US PRESIDENT,,Gary Johnson,L,DURHAM,18,8.0,0.0,DURHAM 18
610,US PRESIDENT,,Gary Johnson,L,DURHAM,33,69.0,0.0,DURHAM 33
611,US PRESIDENT,,Gary Johnson,L,DURHAM,34-2,25.0,0.0,DURHAM 34-2
612,US PRESIDENT,,Gary Johnson,L,DURHAM,55-11,5.0,0.0,DURHAM 55-11
613,US PRESIDENT,,Gary Johnson,L,DURHAM,OS-BOE,241.0,0.0,DURHAM OS-BOE
614,US PRESIDENT,,Gary Johnson,L,DURHAM,ABSENTEE,166.0,166.0,DURHAM ABSENTEE
615,US PRESIDENT,,Gary Johnson,L,DURHAM,50,51.0,0.0,DURHAM 50
616,US PRESIDENT,,Gary Johnson,L,DURHAM,OS-ENO,440.0,0.0,DURHAM OS-ENO
617,US PRESIDENT,,Donald J. Trump,R,DURHAM,43,254.0,0.0,DURHAM 43
618,US PRESIDENT,,Donald J. Trump,R,DURHAM,55-49,4.0,0.0,DURHAM 55-49
619,US PRESIDENT,,Donald J. Trump,R,DURHAM,25,221.0,0.0,DURHAM 25
620,US PRESIDENT,,Donald J. Trump,R,DURHAM,27,176.0,0.0,DURHAM 27
621,US PRESIDENT,,Donald J. Trump,R,DURHAM,28,549.0,0.0,DURHAM 28
622,US PRESIDENT,,Donald J. Trump,R,DURHAM,7,34.0,0.0,DURHAM 7
623,US PRESIDENT,,Donald J. Trump,R,DURHAM,4,63.0,0.0,DURHAM 4
624,US PRESIDENT,,Donald J. Trump,R,DURHAM,41,7.0,0.0,DURHAM 41
625,US PRESIDENT,,Donald J. Trump,R,DURHAM,46,130.0,0.0,DURHAM 46
626,US PRESIDENT,,Donald J. Trump,R,DURHAM,47,11.0,0.0,DURHAM 47
627,US PRESIDENT,,Donald J. Trump,R,DURHAM,OS-NJBC,161.0,0.0,DURHAM OS-NJBC
628,US PRESIDENT,,Donald J. Trump,R,DURHAM,15,25.0,0.0,DURHAM 15
629,US PRESIDENT,,Donald J. Trump,R,DURHAM,12,13.0,0.0,DURHAM 12
630,US PRESIDENT,,Donald J. Trump,R,DURHAM,36,95.0,0.0,DURHAM 36
631,US PRESIDENT,,Donald J. Trump,R,DURHAM,52,58.0,0.0,DURHAM 52
632,US PRESIDENT,,Donald J. Trump,R,DURHAM,OS-NCCU,62.0,0.0,DURHAM OS-NCCU
633,US PRESIDENT,,Donald J. Trump,R,DURHAM,48,106.0,0.0,DURHAM 48
634,US PRESIDENT,,Donald J. Trump,R,DURHAM,42,7.0,0.0,DURHAM 42
635,US PRESIDENT,,Donald J. Trump,R,DURHAM,OS-DTC,142.0,0.0,DURHAM OS-DTC
636,US PRESIDENT,,Donald J. Trump,R,DURHAM,8,35.0,0.0,DURHAM 8
637,US PRESIDENT,,Donald J. Trump,R,DURHAM,29,306.0,0.0,DURHAM 29
638,US PRESIDENT,,Donald J. Trump,R,DURHAM,OS-ERL,3724.0,0.0,DURHAM OS-ERL
639,US PRESIDENT,,Donald J. Trump,R,DURHAM,51,178.0,0.0,DURHAM 51
640,US PRESIDENT,,Donald J. Trump,R,DURHAM,54,146.0,0.0,DURHAM 54
641,US PRESIDENT,,Donald J. Trump,R,DURHAM,32,231.0,0.0,DURHAM 32
642,US PRESIDENT,,Donald J. Trump,R,DURHAM,19,91.0,0.0,DURHAM 19
643,US PRESIDENT,,Donald J. Trump,R,DURHAM,14,25.0,0.0,DURHAM 14
644,US PRESIDENT,,Donald J. Trump,R,DURHAM,16,123.0,0.0,DURHAM 16
645,US PRESIDENT,,Donald J. Trump,R,DURHAM,OS-GETG,91.0,0.0,DURHAM OS-GETG
646,US PRESIDENT,,Donald J. Trump,R,DURHAM,39,243.0,0.0,DURHAM 39
647,US PRESIDENT,,Donald J. Trump,R,DURHAM,38,176.0,0.0,DURHAM 38
648,US PRESIDENT,,Donald J. Trump,R,DURHAM,ABSENTEE,1204.0,1204.0,DURHAM ABSENTEE
649,US PRESIDENT,,Donald J. Trump,R,DURHAM,20,34.0,0.0,DURHAM 20
650,US PRESIDENT,,Donald J. Trump,R,DURHAM,1,26.0,0.0,DURHAM 1
651,US PRESIDENT,,Donald J. Trump,R,DURHAM,30-2,118.0,0.0,DURHAM 30-2
652,US PRESIDENT,,Donald J. Trump,R,DURHAM,17,18.0,0.0,DURHAM 17
653,US PRESIDENT,,Donald J. Trump,R,DURHAM,OS-SRL,2783.0,0.0,DURHAM OS-SRL
654,US PRESIDENT,,Donald J. Trump,R,DURHAM,OS-DUKE,740.0,0.0,DURHAM OS-DUKE
655,US PRESIDENT,,Donald J. Trump,R,DURHAM,3,69.0,0.0,DURHAM 3
656,US PRESIDENT,,Donald J. Trump,R,DURHAM,9,93.0,0.0,DURHAM 9
657,US PRESIDENT,,Donald J. Trump,R,DURHAM,6,24.0,0.0,DURHAM 6
658,US PRESIDENT,,Donald J. Trump,R,DURHAM,40,54.0,0.0,DURHAM 40
659,US PRESIDENT,,Donald J. Trump,R,DURHAM,35.3,286.0,0.0,DURHAM 35.3
660,US PRESIDENT,,Donald J. Trump,R,DURHAM,45,303.0,0.0,DURHAM 45
661,US PRESIDENT,,Donald J. Trump,R,DURHAM,26,317.0,0.0,DURHAM 26
662,US PRESIDENT,,Donald J. Trump,R,DURHAM,24,279.0,0.0,DURHAM 24
663,US PRESIDENT,,Donald J. Trump,R,DURHAM,23,105.0,0.0,DURHAM 23
664,US PRESIDENT,,Donald J. Trump,R,DURHAM,10,11.0,0.0,DURHAM 10
665,US PRESIDENT,,Donald J. Trump,R,DURHAM,OS-IVY,376.0,0.0,DURHAM OS-IVY
666,US PRESIDENT,,Donald J. Trump,R,DURHAM,55-11,6.0,0.0,DURHAM 55-11
667,US PRESIDENT,,Donald J. Trump,R,DURHAM,OS-BOE,1006.0,0.0,DURHAM OS-BOE
668,US PRESIDENT,,Donald J. Trump,R,DURHAM,OS-FRONT,494.0,0.0,DURHAM OS-FRONT
669,US PRESIDENT,,Donald J. Trump,R,DURHAM,OS-ENO,2869.0,0.0,DURHAM OS-ENO
670,US PRESIDENT,,Donald J. Trump,R,DURHAM,2,61.0,0.0,DURHAM 2
671,US PRESIDENT,,Donald J. Trump,R,DURHAM,5,82.0,0.0,DURHAM 5
672,US PRESIDENT,,Donald J. Trump,R,DURHAM,44,232.0,0.0,DURHAM 44
673,US PRESIDENT,,Donald J. Trump,R,DURHAM,30-1,220.0,0.0,DURHAM 30-1
674,US PRESIDENT,,Donald J. Trump,R,DURHAM,22,44.0,0.0,DURHAM 22
675,US PRESIDENT,,Donald J. Trump,R,DURHAM,21,68.0,0.0,DURHAM 21
676,US PRESIDENT,,Donald J. Trump,R,DURHAM,34-2,81.0,0.0,DURHAM 34-2
677,US PRESIDENT,,Donald J. Trump,R,DURHAM,33,249.0,0.0,DURHAM 33
678,US PRESIDENT,,Donald J. Trump,R,DURHAM,34-1,87.0,0.0,DURHAM 34-1
679,US PRESIDENT,,Donald J. Trump,R,DURHAM,OS-DTCN,632.0,0.0,DURHAM OS-DTCN
680,US PRESIDENT,,Donald J. Trump,R,DURHAM,53-2,240.0,0.0,DURHAM 53-2
681,US PRESIDENT,,Donald J. Trump,R,DURHAM,53-1,152.0,0.0,DURHAM 53-1
682,US PRESIDENT,,Donald J. Trump,R,DURHAM,50,240.0,0.0,DURHAM 50
683,US PRESIDENT,,Donald J. Trump,R,DURHAM,37,343.0,0.0,DURHAM 37
684,US PRESIDENT,,Donald J. Trump,R,DURHAM,OS-NRL,6443.0,0.0,DURHAM OS-NRL
685,US PRESIDENT,,Donald J. Trump,R,DURHAM,18,32.0,0.0,DURHAM 18
686,US PRESIDENT,,Donald J. Trump,R,DURHAM,31,296.0,0.0,DURHAM 31
687,US PRESIDENT,,Donald J. Trump,R,DURHAM,13,10.0,0.0,DURHAM 13
688,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,66,414.0,0.0,DAVIDSON 66
689,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,78,332.0,0.0,DAVIDSON 78
690,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,72,263.0,0.0,DAVIDSON 72
691,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,52,464.0,0.0,DAVIDSON 52
692,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,46,314.0,0.0,DAVIDSON 46
693,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,28,373.0,0.0,DAVIDSON 28
694,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,4,824.0,0.0,DAVIDSON 4
695,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,36,430.0,0.0,DAVIDSON 36
696,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,60,874.0,0.0,DAVIDSON 60
697,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,12,86.0,0.0,DAVIDSON 12
698,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,50,318.0,0.0,DAVIDSON 50
699,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,56,92.0,0.0,DAVIDSON 56
700,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,24,192.0,0.0,DAVIDSON 24
701,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,40,589.0,0.0,DAVIDSON 40
702,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,26,171.0,0.0,DAVIDSON 26
703,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,6,252.0,0.0,DAVIDSON 6
704,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,10,337.0,0.0,DAVIDSON 10
705,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,74,353.0,0.0,DAVIDSON 74
706,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,64,665.0,0.0,DAVIDSON 64
707,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,18,203.0,0.0,DAVIDSON 18
708,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,30,859.0,0.0,DAVIDSON 30
709,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,54,88.0,0.0,DAVIDSON 54
710,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,82,292.0,0.0,DAVIDSON 82
711,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,68,512.0,0.0,DAVIDSON 68
712,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,88,398.0,0.0,DAVIDSON 88
713,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,62,577.0,0.0,DAVIDSON 62
714,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,34,494.0,0.0,DAVIDSON 34
715,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,14,132.0,0.0,DAVIDSON 14
716,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,ABSENTEE,853.0,853.0,DAVIDSON ABSENTEE
717,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,16,291.0,0.0,DAVIDSON 16
718,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,20,237.0,0.0,DAVIDSON 20
719,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,84,766.0,0.0,DAVIDSON 84
720,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,38,477.0,0.0,DAVIDSON 38
721,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,32,349.0,0.0,DAVIDSON 32
722,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,22,95.0,0.0,DAVIDSON 22
723,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,42,132.0,0.0,DAVIDSON 42
724,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,44,635.0,0.0,DAVIDSON 44
725,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,58,366.0,0.0,DAVIDSON 58
726,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,70,250.0,0.0,DAVIDSON 70
727,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,80A,523.0,0.0,DAVIDSON 80A
728,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,8,169.0,0.0,DAVIDSON 8
729,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,86A,730.0,0.0,DAVIDSON 86A
730,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,48,265.0,0.0,DAVIDSON 48
731,US PRESIDENT,,Hillary Clinton,D,DAVIDSON,76,320.0,0.0,DAVIDSON 76
732,US PRESIDENT,,Gary Johnson,L,DAVIDSON,56,18.0,0.0,DAVIDSON 56
733,US PRESIDENT,,Gary Johnson,L,DAVIDSON,10,51.0,0.0,DAVIDSON 10
734,US PRESIDENT,,Gary Johnson,L,DAVIDSON,80A,97.0,0.0,DAVIDSON 80A
735,US PRESIDENT,,Gary Johnson,L,DAVIDSON,40,27.0,0.0,DAVIDSON 40
736,US PRESIDENT,,Gary Johnson,L,DAVIDSON,60,79.0,0.0,DAVIDSON 60
737,US PRESIDENT,,Gary Johnson,L,DAVIDSON,66,19.0,0.0,DAVIDSON 66
738,US PRESIDENT,,Gary Johnson,L,DAVIDSON,78,65.0,0.0,DAVIDSON 78
739,US PRESIDENT,,Gary Johnson,L,DAVIDSON,72,36.0,0.0,DAVIDSON 72
740,US PRESIDENT,,Gary Johnson,L,DAVIDSON,50,38.0,0.0,DAVIDSON 50
741,US PRESIDENT,,Gary Johnson,L,DAVIDSON,30,22.0,0.0,DAVIDSON 30
742,US PRESIDENT,,Gary Johnson,L,DAVIDSON,26,15.0,0.0,DAVIDSON 26
743,US PRESIDENT,,Gary Johnson,L,DAVIDSON,18,27.0,0.0,DAVIDSON 18
744,US PRESIDENT,,Gary Johnson,L,DAVIDSON,24,22.0,0.0,DAVIDSON 24
745,US PRESIDENT,,Gary Johnson,L,DAVIDSON,6,37.0,0.0,DAVIDSON 6
746,US PRESIDENT,,Gary Johnson,L,DAVIDSON,ABSENTEE,97.0,97.0,DAVIDSON ABSENTEE
747,US PRESIDENT,,Gary Johnson,L,DAVIDSON,74,51.0,0.0,DAVIDSON 74
748,US PRESIDENT,,Gary Johnson,L,DAVIDSON,42,25.0,0.0,DAVIDSON 42
749,US PRESIDENT,,Gary Johnson,L,DAVIDSON,68,31.0,0.0,DAVIDSON 68
750,US PRESIDENT,,Gary Johnson,L,DAVIDSON,48,33.0,0.0,DAVIDSON 48
751,US PRESIDENT,,Gary Johnson,L,DAVIDSON,82,52.0,0.0,DAVIDSON 82
752,US PRESIDENT,,Gary Johnson,L,DAVIDSON,64,11.0,0.0,DAVIDSON 64
753,US PRESIDENT,,Gary Johnson,L,DAVIDSON,44,70.0,0.0,DAVIDSON 44
754,US PRESIDENT,,Gary Johnson,L,DAVIDSON,22,21.0,0.0,DAVIDSON 22
755,US PRESIDENT,,Gary Johnson,L,DAVIDSON,16,68.0,0.0,DAVIDSON 16
756,US PRESIDENT,,Gary Johnson,L,DAVIDSON,14,40.0,0.0,DAVIDSON 14
757,US PRESIDENT,,Gary Johnson,L,DAVIDSON,32,17.0,0.0,DAVIDSON 32
758,US PRESIDENT,,Gary Johnson,L,DAVIDSON,34,31.0,0.0,DAVIDSON 34
759,US PRESIDENT,,Gary Johnson,L,DAVIDSON,54,14.0,0.0,DAVIDSON 54
760,US PRESIDENT,,Gary Johnson,L,DAVIDSON,86A,55.0,0.0,DAVIDSON 86A
761,US PRESIDENT,,Gary Johnson,L,DAVIDSON,88,34.0,0.0,DAVIDSON 88
762,US PRESIDENT,,Gary Johnson,L,DAVIDSON,76,47.0,0.0,DAVIDSON 76
763,US PRESIDENT,,Gary Johnson,L,DAVIDSON,8,20.0,0.0,DAVIDSON 8
764,US PRESIDENT,,Gary Johnson,L,DAVIDSON,70,26.0,0.0,DAVIDSON 70
765,US PRESIDENT,,Gary Johnson,L,DAVIDSON,58,57.0,0.0,DAVIDSON 58
766,US PRESIDENT,,Gary Johnson,L,DAVIDSON,38,23.0,0.0,DAVIDSON 38
767,US PRESIDENT,,Gary Johnson,L,DAVIDSON,12,18.0,0.0,DAVIDSON 12
768,US PRESIDENT,,Gary Johnson,L,DAVIDSON,36,25.0,0.0,DAVIDSON 36
769,US PRESIDENT,,Gary Johnson,L,DAVIDSON,52,57.0,0.0,DAVIDSON 52
770,US PRESIDENT,,Gary Johnson,L,DAVIDSON,4,97.0,0.0,DAVIDSON 4
771,US PRESIDENT,,Gary Johnson,L,DAVIDSON,28,42.0,0.0,DAVIDSON 28
772,US PRESIDENT,,Gary Johnson,L,DAVIDSON,62,10.0,0.0,DAVIDSON 62
773,US PRESIDENT,,Gary Johnson,L,DAVIDSON,46,49.0,0.0,DAVIDSON 46
774,US PRESIDENT,,Gary Johnson,L,DAVIDSON,20,54.0,0.0,DAVIDSON 20
775,US PRESIDENT,,Gary Johnson,L,DAVIDSON,84,94.0,0.0,DAVIDSON 84
776,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,64,202.0,0.0,DAVIDSON 64
777,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,8,527.0,0.0,DAVIDSON 8
778,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,22,462.0,0.0,DAVIDSON 22
779,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,42,1350.0,0.0,DAVIDSON 42
780,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,88,1115.0,0.0,DAVIDSON 88
781,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,ABSENTEE,2594.0,2594.0,DAVIDSON ABSENTEE
782,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,82,1370.0,0.0,DAVIDSON 82
783,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,48,1362.0,0.0,DAVIDSON 48
784,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,68,712.0,0.0,DAVIDSON 68
785,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,74,2018.0,0.0,DAVIDSON 74
786,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,80A,2681.0,0.0,DAVIDSON 80A
787,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,44,1930.0,0.0,DAVIDSON 44
788,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,32,289.0,0.0,DAVIDSON 32
789,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,38,114.0,0.0,DAVIDSON 38
790,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,58,1574.0,0.0,DAVIDSON 58
791,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,70,1254.0,0.0,DAVIDSON 70
792,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,16,1633.0,0.0,DAVIDSON 16
