updated_at,id,start_date,end_date,election_type,result_type,special,office,district,name_raw,last_name,first_name,suffix,middle_name,party,parent_jurisdiction,jurisdiction,division,votes,votes_type,total_votes,winner,write_in,year,absentee_by_mail,election_day,one_stop,provisional
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,08N,ocd-division/country:us/state:nc/county:alamance/precinct:8n,38,,,,,2016,2,23,13,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,06W,ocd-division/country:us/state:nc/county:alamance/precinct:6w,11,,,,,2016,0,2,7,2
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,126,ocd-division/country:us/state:nc/county:alamance/precinct:126,34,,,,,2016,3,20,11,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,12S,ocd-division/country:us/state:nc/county:alamance/precinct:12s,13,,,,,2016,0,10,2,1
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,09S,ocd-division/country:us/state:nc/county:alamance/precinct:9s,62,,,,,2016,3,22,36,1
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,35,ocd-division/country:us/state:nc/county:alamance/precinct:35,77,,,,,2016,3,43,31,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,03S,ocd-division/country:us/state:nc/county:alamance/precinct:3s,125,,,,,2016,7,56,60,2
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,4,ocd-division/country:us/state:nc/county:alamance/precinct:4,63,,,,,2016,1,33,29,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,03C,ocd-division/country:us/state:nc/county:alamance/precinct:3c,64,,,,,2016,5,30,28,1
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,128,ocd-division/country:us/state:nc/county:alamance/precinct:128,24,,,,,2016,0,13,11,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,7,ocd-division/country:us/state:nc/county:alamance/precinct:7,54,,,,,2016,0,26,28,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,03N2,ocd-division/country:us/state:nc/county:alamance/precinct:3n2,13,,,,,2016,0,12,1,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,64,ocd-division/country:us/state:nc/county:alamance/precinct:64,63,,,,,2016,8,27,28,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,03N,ocd-division/country:us/state:nc/county:alamance/precinct:3n,66,,,,,2016,4,31,31,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,1,ocd-division/country:us/state:nc/county:alamance/precinct:1,50,,,,,2016,0,29,21,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,12W,ocd-division/country:us/state:nc/county:alamance/precinct:12w,46,,,,,2016,1,23,22,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,5,ocd-division/country:us/state:nc/county:alamance/precinct:5,47,,,,,2016,1,24,22,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,2,ocd-division/country:us/state:nc/county:alamance/precinct:2,40,,,,,2016,0,25,15,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,09N,ocd-division/country:us/state:nc/county:alamance/precinct:9n,49,,,,,2016,2,27,19,1
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,11,ocd-division/country:us/state:nc/county:alamance/precinct:11,42,,,,,2016,4,22,16,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,06N,ocd-division/country:us/state:nc/county:alamance/precinct:6n,38,,,,,2016,0,23,15,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,06S,ocd-division/country:us/state:nc/county:alamance/precinct:6s,57,,,,,2016,3,29,25,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,127,ocd-division/country:us/state:nc/county:alamance/precinct:127,51,,,,,2016,1,25,25,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,10S,ocd-division/country:us/state:nc/county:alamance/precinct:10s,154,,,,,2016,5,61,88,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,1210,ocd-division/country:us/state:nc/county:alamance/precinct:1210,33,,,,,2016,0,24,9,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,ALAMANCE,63,ocd-division/country:us/state:nc/county:alamance/precinct:63,29,,,,,2016,2,13,12,2
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,03N,ocd-division/country:us/state:nc/county:alamance/precinct:3n,1160,,,,,2016,70,447,635,8
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,03S,ocd-division/country:us/state:nc/county:alamance/precinct:3s,2045,,,,,2016,112,651,1268,14
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,10N,ocd-division/country:us/state:nc/county:alamance/precinct:10n,1464,,,,,2016,34,525,894,11
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,128,ocd-division/country:us/state:nc/county:alamance/precinct:128,325,,,,,2016,18,115,189,3
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,1,ocd-division/country:us/state:nc/county:alamance/precinct:1,1865,,,,,2016,89,965,802,9
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,124,ocd-division/country:us/state:nc/county:alamance/precinct:124,666,,,,,2016,26,273,365,2
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,12S,ocd-division/country:us/state:nc/county:alamance/precinct:12s,198,,,,,2016,9,100,87,2
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,12N,ocd-division/country:us/state:nc/county:alamance/precinct:12n,289,,,,,2016,25,107,151,6
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,4,ocd-division/country:us/state:nc/county:alamance/precinct:4,2043,,,,,2016,71,965,996,11
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,7,ocd-division/country:us/state:nc/county:alamance/precinct:7,1670,,,,,2016,73,751,841,5
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,126,ocd-division/country:us/state:nc/county:alamance/precinct:126,809,,,,,2016,52,349,402,6
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,129,ocd-division/country:us/state:nc/county:alamance/precinct:129,771,,,,,2016,33,322,411,5
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,09N,ocd-division/country:us/state:nc/county:alamance/precinct:9n,853,,,,,2016,27,454,364,8
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,03C,ocd-division/country:us/state:nc/county:alamance/precinct:3c,1059,,,,,2016,68,401,587,3
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,64,ocd-division/country:us/state:nc/county:alamance/precinct:64,1800,,,,,2016,82,617,1093,8
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,1210,ocd-division/country:us/state:nc/county:alamance/precinct:1210,569,,,,,2016,31,245,292,1
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,103,ocd-division/country:us/state:nc/county:alamance/precinct:103,1314,,,,,2016,49,426,822,17
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,125,ocd-division/country:us/state:nc/county:alamance/precinct:125,874,,,,,2016,46,317,507,4
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,127,ocd-division/country:us/state:nc/county:alamance/precinct:127,637,,,,,2016,36,221,377,3
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,10S,ocd-division/country:us/state:nc/county:alamance/precinct:10s,2240,,,,,2016,67,696,1460,17
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,63,ocd-division/country:us/state:nc/county:alamance/precinct:63,528,,,,,2016,33,225,270,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,06S,ocd-division/country:us/state:nc/county:alamance/precinct:6s,1183,,,,,2016,59,457,654,13
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,06N,ocd-division/country:us/state:nc/county:alamance/precinct:6n,423,,,,,2016,20,190,209,4
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,12E,ocd-division/country:us/state:nc/county:alamance/precinct:12e,322,,,,,2016,10,134,177,1
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,11,ocd-division/country:us/state:nc/county:alamance/precinct:11,1037,,,,,2016,36,423,575,3
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,03N2,ocd-division/country:us/state:nc/county:alamance/precinct:3n2,214,,,,,2016,10,165,39,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,03W,ocd-division/country:us/state:nc/county:alamance/precinct:3w,1201,,,,,2016,48,595,551,7
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,2,ocd-division/country:us/state:nc/county:alamance/precinct:2,2004,,,,,2016,66,933,1000,5
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,5,ocd-division/country:us/state:nc/county:alamance/precinct:5,1448,,,,,2016,65,705,666,12
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,12W,ocd-division/country:us/state:nc/county:alamance/precinct:12w,618,,,,,2016,22,289,305,2
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,13,ocd-division/country:us/state:nc/county:alamance/precinct:13,1061,,,,,2016,41,492,521,7
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,06E,ocd-division/country:us/state:nc/county:alamance/precinct:6e,671,,,,,2016,15,267,381,8
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Donald J. Trump,,,,,REP,ALAMANCE,09S,ocd-division/country:us/state:nc/county:alamance/precinct:9s,1771,,,,,2016,62,806,899,4
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,PR33,ocd-division/country:us/state:nc/county:caldwell/precinct:pr33,166,,,,,2016,0,166,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,ONE STOP GRANITE FALLS,ocd-division/country:us/state:nc/county:caldwell/precinct:one_stop_granite_falls,1859,,,,,2016,0,0,1859,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,PR32,ocd-division/country:us/state:nc/county:caldwell/precinct:pr32,100,,,,,2016,0,100,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,PR24,ocd-division/country:us/state:nc/county:caldwell/precinct:pr24,46,,,,,2016,0,46,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,PR29,ocd-division/country:us/state:nc/county:caldwell/precinct:pr29,159,,,,,2016,0,159,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,PR02,ocd-division/country:us/state:nc/county:caldwell/precinct:pr02,79,,,,,2016,0,79,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,PR07,ocd-division/country:us/state:nc/county:caldwell/precinct:pr07,72,,,,,2016,0,72,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,ONE STOP LENOIR,ocd-division/country:us/state:nc/county:caldwell/precinct:one_stop_lenoir,4091,,,,,2016,0,0,4091,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,PR17,ocd-division/country:us/state:nc/county:caldwell/precinct:pr17,90,,,,,2016,0,90,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,PR18,ocd-division/country:us/state:nc/county:caldwell/precinct:pr18,156,,,,,2016,0,156,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,PR13,ocd-division/country:us/state:nc/county:caldwell/precinct:pr13,104,,,,,2016,0,104,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,PR01,ocd-division/country:us/state:nc/county:caldwell/precinct:pr01,134,,,,,2016,0,134,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,PR16,ocd-division/country:us/state:nc/county:caldwell/precinct:pr16,93,,,,,2016,0,93,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,PR14,ocd-division/country:us/state:nc/county:caldwell/precinct:pr14,101,,,,,2016,0,101,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,PR35,ocd-division/country:us/state:nc/county:caldwell/precinct:pr35,63,,,,,2016,0,63,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,PR34,ocd-division/country:us/state:nc/county:caldwell/precinct:pr34,167,,,,,2016,0,167,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,PR25,ocd-division/country:us/state:nc/county:caldwell/precinct:pr25,58,,,,,2016,0,58,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,PR22,ocd-division/country:us/state:nc/county:caldwell/precinct:pr22,96,,,,,2016,0,96,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,PR21,ocd-division/country:us/state:nc/county:caldwell/precinct:pr21,85,,,,,2016,0,85,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,PR30,ocd-division/country:us/state:nc/county:caldwell/precinct:pr30,183,,,,,2016,0,183,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,ABSENTEE,ocd-division/country:us/state:nc/county:caldwell/precinct:absentee,326,,,,,2016,326,0,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,PR08,ocd-division/country:us/state:nc/county:caldwell/precinct:pr08,87,,,,,2016,0,87,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Hillary Clinton,,,,,DEM,CALDWELL,PR31,ocd-division/country:us/state:nc/county:caldwell/precinct:pr31,87,,,,,2016,0,87,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,PR16,ocd-division/country:us/state:nc/county:caldwell/precinct:pr16,13,,,,,2016,0,13,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,PR30,ocd-division/country:us/state:nc/county:caldwell/precinct:pr30,14,,,,,2016,0,14,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,PR31,ocd-division/country:us/state:nc/county:caldwell/precinct:pr31,9,,,,,2016,0,9,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,PR21,ocd-division/country:us/state:nc/county:caldwell/precinct:pr21,22,,,,,2016,0,22,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,PR14,ocd-division/country:us/state:nc/county:caldwell/precinct:pr14,25,,,,,2016,0,25,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,PR07,ocd-division/country:us/state:nc/county:caldwell/precinct:pr07,10,,,,,2016,0,10,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,PR02,ocd-division/country:us/state:nc/county:caldwell/precinct:pr02,18,,,,,2016,0,18,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,PR33,ocd-division/country:us/state:nc/county:caldwell/precinct:pr33,31,,,,,2016,0,31,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,PR17,ocd-division/country:us/state:nc/county:caldwell/precinct:pr17,17,,,,,2016,0,17,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,PR29,ocd-division/country:us/state:nc/county:caldwell/precinct:pr29,24,,,,,2016,0,24,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,PR32,ocd-division/country:us/state:nc/county:caldwell/precinct:pr32,21,,,,,2016,0,21,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,PR24,ocd-division/country:us/state:nc/county:caldwell/precinct:pr24,12,,,,,2016,0,12,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,ONE STOP GRANITE FALLS,ocd-division/country:us/state:nc/county:caldwell/precinct:one_stop_granite_falls,190,,,,,2016,0,0,190,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,PR01,ocd-division/country:us/state:nc/county:caldwell/precinct:pr01,25,,,,,2016,0,25,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,PR08,ocd-division/country:us/state:nc/county:caldwell/precinct:pr08,8,,,,,2016,0,8,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,PR34,ocd-division/country:us/state:nc/county:caldwell/precinct:pr34,42,,,,,2016,0,42,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,PR35,ocd-division/country:us/state:nc/county:caldwell/precinct:pr35,12,,,,,2016,0,12,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,PR22,ocd-division/country:us/state:nc/county:caldwell/precinct:pr22,12,,,,,2016,0,12,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,PR25,ocd-division/country:us/state:nc/county:caldwell/precinct:pr25,15,,,,,2016,0,15,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,ABSENTEE,ocd-division/country:us/state:nc/county:caldwell/precinct:absentee,25,,,,,2016,25,0,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,PR13,ocd-division/country:us/state:nc/county:caldwell/precinct:pr13,23,,,,,2016,0,23,0,0
25:33.2,nc-2016-11-08-general,11/8/2016 0:00,11/8/2016 0:00,general,certified,FALSE,US PRESIDENT,,Gary Johnson,,,,,LIB,CALDWELL,PR18,ocd-division/country:us/state:nc/county:caldwell/precinct:pr18,26,,,,,2016,0,26,0,0
