office,district,candidate,party,precinct,votes,absentee_votes
U.S. Senate,,Sheldon Whitehouse,D,Cranston 0726,608,26
U.S. Senate,,Sheldon Whitehouse,D,Cranston 0727,534,35
U.S. Senate,,Sheldon Whitehouse,D,Cranston 0728,18,18
U.S. Senate,,Sheldon Whitehouse,D,Cranston 0730,850,60
U.S. Senate,,Sheldon Whitehouse,D,Cranston 0731,702,48
U.S. Senate,,Sheldon Whitehouse,D,Cranston Limited,7,0
U.S. Senate,,Sheldon Whitehouse,D,Cumberland 0801,530,29
U.S. Senate,,Sheldon Whitehouse,D,Cumberland 0802,692,52
U.S. Senate,,Sheldon Whitehouse,D,Cumberland 0803,770,37
U.S. Senate,,Sheldon Whitehouse,D,Cumberland 0804,181,6
U.S. Senate,,Sheldon Whitehouse,D,Cumberland 0805,814,44
U.S. Senate,,Sheldon Whitehouse,D,Cumberland 0806,743,56
U.S. Senate,,Sheldon Whitehouse,D,Cumberland 0807,915,63
U.S. Senate,,Sheldon Whitehouse,D,Cumberland 0808,905,90
U.S. Senate,,Sheldon Whitehouse,D,Cumberland 0809,267,9
U.S. Senate,,Sheldon Whitehouse,D,Cumberland 0810,646,30
U.S. Senate,,Sheldon Whitehouse,D,Cumberland 0811,707,21
U.S. Senate,,Sheldon Whitehouse,D,Cumberland 0812,629,30
U.S. Senate,,Sheldon Whitehouse,D,Cumberland 0813,249,8
U.S. Senate,,Sheldon Whitehouse,D,Cumberland Limited,2,0
U.S. Senate,,Sheldon Whitehouse,D,East Greenwich 0901,193,14
U.S. Senate,,Sheldon Whitehouse,D,East Greenwich 0902,884,97
U.S. Senate,,Sheldon Whitehouse,D,East Greenwich 0903,907,89
U.S. Senate,,Sheldon Whitehouse,D,East Greenwich 0904,914,117
U.S. Senate,,Sheldon Whitehouse,D,East Greenwich 0905,876,83
U.S. Senate,,Sheldon Whitehouse,D,East Greenwich Limited,1,0
U.S. Senate,,Sheldon Whitehouse,D,East Providence 1001,888,39
U.S. Senate,,Sheldon Whitehouse,D,East Providence 1002,662,45
U.S. Senate,,Sheldon Whitehouse,D,East Providence 1003,446,20
U.S. Senate,,Sheldon Whitehouse,D,East Providence 1004,855,50
U.S. Senate,,Sheldon Whitehouse,D,East Providence 1005,761,68
U.S. Senate,,Sheldon Whitehouse,D,East Providence 1006,46,0
U.S. Senate,,Sheldon Whitehouse,D,East Providence 1007,75,12
U.S. Senate,,Sheldon Whitehouse,D,East Providence 1008,913,93
U.S. Senate,,Sheldon Whitehouse,D,East Providence 1009,963,111
U.S. Senate,,Sheldon Whitehouse,D,East Providence 1010,939,53
U.S. Senate,,Sheldon Whitehouse,D,East Providence 1011,895,118
U.S. Senate,,Sheldon Whitehouse,D,East Providence 1012,434,18
U.S. Senate,,Sheldon Whitehouse,D,East Providence 1013,738,44
U.S. Senate,,Sheldon Whitehouse,D,East Providence 1014,833,57
U.S. Senate,,Sheldon Whitehouse,D,East Providence 1015,386,22
U.S. Senate,,Sheldon Whitehouse,D,East Providence 1016,453,26
U.S. Senate,,Sheldon Whitehouse,D,East Providence 1017,807,68
U.S. Senate,,Sheldon Whitehouse,D,East Providence 1018,341,40
U.S. Senate,,Sheldon Whitehouse,D,East Providence Limited,6,0
U.S. Senate,,Sheldon Whitehouse,D,Exeter 1101,468,17
U.S. Senate,,Sheldon Whitehouse,D,Exeter 1102,424,31
U.S. Senate,,Sheldon Whitehouse,D,Exeter 1103,558,34
U.S. Senate,,Sheldon Whitehouse,D,Exeter Limited,0,0
U.S. Senate,,Sheldon Whitehouse,D,Foster 1201,559,28
U.S. Senate,,Sheldon Whitehouse,D,Foster 1202,434,19
U.S. Senate,,Sheldon Whitehouse,D,Foster Limited,2,2
U.S. Senate,,Sheldon Whitehouse,D,Glocester 1301,623,42
U.S. Senate,,Sheldon Whitehouse,D,Glocester 1302,702,50
U.S. Senate,,Sheldon Whitehouse,D,Glocester 1303,138,9
U.S. Senate,,Sheldon Whitehouse,D,Glocester 1304,509,26
U.S. Senate,,Sheldon Whitehouse,D,Glocester Limited,0,0
U.S. Senate,,Sheldon Whitehouse,D,Hopkinton 1401,747,39
U.S. Senate,,Sheldon Whitehouse,D,Hopkinton 1402,740,45
U.S. Senate,,Sheldon Whitehouse,D,Hopkinton 1403,292,5
U.S. Senate,,Sheldon Whitehouse,D,Hopkinton Limited,0,0
U.S. Senate,,Sheldon Whitehouse,D,Jamestown 1501,1089,118
U.S. Senate,,Sheldon Whitehouse,D,Jamestown 1502,1083,91
U.S. Senate,,Sheldon Whitehouse,D,Jamestown Limited,1,0
U.S. Senate,,Sheldon Whitehouse,D,Johnston 1601,417,19
U.S. Senate,,Sheldon Whitehouse,D,Johnston 1602,489,20
U.S. Senate,,Sheldon Whitehouse,D,Johnston 1603,529,35
U.S. Senate,,Sheldon Whitehouse,D,Johnston 1604,536,45
U.S. Senate,,Sheldon Whitehouse,D,Johnston 1605,459,19
U.S. Senate,,Sheldon Whitehouse,D,Johnston 1606,95,1
U.S. Senate,,Sheldon Whitehouse,D,Johnston 1607,149,6
U.S. Senate,,Sheldon Whitehouse,D,Johnston 1608,554,18
U.S. Senate,,Sheldon Whitehouse,D,Johnston 1609,406,30
U.S. Senate,,Sheldon Whitehouse,D,Johnston 1610,636,36
U.S. Senate,,Sheldon Whitehouse,D,Johnston 1611,336,9
U.S. Senate,,Sheldon Whitehouse,D,Johnston 1612,388,13
U.S. Senate,,Sheldon Whitehouse,D,Johnston 1613,364,22
U.S. Senate,,Sheldon Whitehouse,D,Johnston Limited,1,0
U.S. Senate,,Sheldon Whitehouse,D,Lincoln 1701,742,35
U.S. Senate,,Sheldon Whitehouse,D,Lincoln 1702,432,24
U.S. Senate,,Sheldon Whitehouse,D,Lincoln 1703,517,18
U.S. Senate,,Sheldon Whitehouse,D,Lincoln 1704,772,39
U.S. Senate,,Sheldon Whitehouse,D,Lincoln 1705,572,30
U.S. Senate,,Sheldon Whitehouse,D,Lincoln 1706,167,16
U.S. Senate,,Sheldon Whitehouse,D,Lincoln 1707,179,6
U.S. Senate,,Sheldon Whitehouse,D,Lincoln 1708,746,56
U.S. Senate,,Sheldon Whitehouse,D,Lincoln 1709,271,18
U.S. Senate,,Sheldon Whitehouse,D,Lincoln 1710,284,9
U.S. Senate,,Sheldon Whitehouse,D,Lincoln 1711,289,10
U.S. Senate,,Sheldon Whitehouse,D,Lincoln Limited,2,0
U.S. Senate,,Sheldon Whitehouse,D,Little Compton 1801,1159,118
U.S. Senate,,Sheldon Whitehouse,D,Little Compton Limited,0,0
U.S. Senate,,Sheldon Whitehouse,D,Middletown 1901,695,65
U.S. Senate,,Sheldon Whitehouse,D,Middletown 1902,793,96
U.S. Senate,,Sheldon Whitehouse,D,Middletown 1903,733,104
U.S. Senate,,Sheldon Whitehouse,D,Middletown 1904,965,107
U.S. Senate,,Sheldon Whitehouse,D,Middletown 1905,720,100
U.S. Senate,,Sheldon Whitehouse,D,Middletown Limited,1,0
U.S. Senate,,Sheldon Whitehouse,D,Narragansett 2001,116,13
U.S. Senate,,Sheldon Whitehouse,D,Narragansett 2002,1046,98
U.S. Senate,,Sheldon Whitehouse,D,Narragansett 2003,1015,77
U.S. Senate,,Sheldon Whitehouse,D,Narragansett 2004,995,95
U.S. Senate,,Sheldon Whitehouse,D,Narragansett 2005,870,77
U.S. Senate,,Sheldon Whitehouse,D,Narragansett Limited,0,0
U.S. Senate,,Sheldon Whitehouse,D,Newport 2101,665,62
U.S. Senate,,Sheldon Whitehouse,D,Newport 2102,1063,81
U.S. Senate,,Sheldon Whitehouse,D,Newport 2103,414,25
U.S. Senate,,Sheldon Whitehouse,D,Newport 2104,332,33
U.S. Senate,,Sheldon Whitehouse,D,Newport 2105,807,102
U.S. Senate,,Sheldon Whitehouse,D,Newport 2106,911,134
U.S. Senate,,Sheldon Whitehouse,D,Newport 2107,922,108
U.S. Senate,,Sheldon Whitehouse,D,Newport 2108,502,58
U.S. Senate,,Sheldon Whitehouse,D,Newport 2109,226,47
U.S. Senate,,Sheldon Whitehouse,D,Newport Limited,3,0
U.S. Senate,,Sheldon Whitehouse,D,New Shoreham 2201,604,132
U.S. Senate,,Sheldon Whitehouse,D,New Shoreham Limited,0,0
U.S. Senate,,Sheldon Whitehouse,D,North Kingstown 2301,578,65
U.S. Senate,,Sheldon Whitehouse,D,North Kingstown 2302,862,77
U.S. Senate,,Sheldon Whitehouse,D,North Kingstown 2303,900,88
U.S. Senate,,Sheldon Whitehouse,D,North Kingstown 2304,903,82
U.S. Senate,,Sheldon Whitehouse,D,North Kingstown 2305,529,39
U.S. Senate,,Sheldon Whitehouse,D,North Kingstown 2306,533,45
U.S. Senate,,Sheldon Whitehouse,D,North Kingstown 2307,1132,109
U.S. Senate,,Sheldon Whitehouse,D,North Kingstown 2308,1092,130
U.S. Senate,,Sheldon Whitehouse,D,North Kingstown 2309,1080,81
U.S. Senate,,Sheldon Whitehouse,D,North Kingstown Limited,1,0
U.S. Senate,,Sheldon Whitehouse,D,North Providence 2401,399,23
U.S. Senate,,Sheldon Whitehouse,D,North Providence 2402,506,34
U.S. Senate,,Sheldon Whitehouse,D,North Providence 2403,502,32
U.S. Senate,,Sheldon Whitehouse,D,North Providence 2404,295,14
U.S. Senate,,Sheldon Whitehouse,D,North Providence 2405,408,42
U.S. Senate,,Sheldon Whitehouse,D,North Providence 2406,564,32
U.S. Senate,,Sheldon Whitehouse,D,North Providence 2407,553,34
U.S. Senate,,Sheldon Whitehouse,D,North Providence 2408,499,16
U.S. Senate,,Sheldon Whitehouse,D,North Providence 2409,278,15
U.S. Senate,,Sheldon Whitehouse,D,North Providence 2410,433,33
U.S. Senate,,Sheldon Whitehouse,D,North Providence 2411,485,22
U.S. Senate,,Sheldon Whitehouse,D,North Providence 2412,505,11
U.S. Senate,,Sheldon Whitehouse,D,North Providence 2413,289,7
U.S. Senate,,Sheldon Whitehouse,D,North Providence 2414,281,8
U.S. Senate,,Sheldon Whitehouse,D,North Providence 2415,383,11
U.S. Senate,,Sheldon Whitehouse,D,North Providence 2416,804,36
U.S. Senate,,Sheldon Whitehouse,D,North Providence Limited,2,0
U.S. Senate,,Sheldon Whitehouse,D,North Smithfield 2501,549,23
U.S. Senate,,Sheldon Whitehouse,D,North Smithfield 2502,586,28
U.S. Senate,,Sheldon Whitehouse,D,North Smithfield 2503,539,22
U.S. Senate,,Sheldon Whitehouse,D,North Smithfield 2504,541,23
U.S. Senate,,Sheldon Whitehouse,D,North Smithfield 2505,288,41
U.S. Senate,,Sheldon Whitehouse,D,North Smithfield Limited,0,0
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2601,178,10
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2602,405,15
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2603,798,20
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2604,415,19
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2605,313,3
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2606,339,12
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2607,1061,71
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2608,926,34
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2609,99,4
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2610,84,4
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2611,383,36
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2612,452,15
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2613,625,47
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2614,570,13
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2615,247,10
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2616,106,2
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2617,162,7
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2618,823,38
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2619,443,22
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2620,810,45
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2621,232,18
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2622,140,4
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2623,203,3
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2624,234,3
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2625,213,15
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2626,72,3
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2627,471,19
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2628,662,35
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2629,847,30
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2630,69,0
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket 2631,323,32
U.S. Senate,,Sheldon Whitehouse,D,Pawtucket Limited,5,0
U.S. Senate,,Sheldon Whitehouse,D,Portsmouth 2701,55,10
U.S. Senate,,Sheldon Whitehouse,D,Portsmouth 2702,144,10
U.S. Senate,,Sheldon Whitehouse,D,Portsmouth 2703,774,64
U.S. Senate,,Sheldon Whitehouse,D,Portsmouth 2704,1026,100
U.S. Senate,,Sheldon Whitehouse,D,Portsmouth 2705,309,44
U.S. Senate,,Sheldon Whitehouse,D,Portsmouth 2706,332,45
U.S. Senate,,Sheldon Whitehouse,D,Portsmouth 2707,982,112
U.S. Senate,,Sheldon Whitehouse,D,Portsmouth 2708,1071,132
U.S. Senate,,Sheldon Whitehouse,D,Portsmouth Limited,1,0
U.S. Senate,,Sheldon Whitehouse,D,Providence 2801,109,2
U.S. Senate,,Sheldon Whitehouse,D,Providence 2802,177,25
U.S. Senate,,Sheldon Whitehouse,D,Providence 2803,1055,101
U.S. Senate,,Sheldon Whitehouse,D,Providence 2804,370,10
U.S. Senate,,Sheldon Whitehouse,D,Providence 2805,1475,128
U.S. Senate,,Sheldon Whitehouse,D,Providence 2806,97,8
U.S. Senate,,Sheldon Whitehouse,D,Providence 2807,1,0
U.S. Senate,,Sheldon Whitehouse,D,Providence 2808,955,77
U.S. Senate,,Sheldon Whitehouse,D,Providence 2809,1182,91
U.S. Senate,,Sheldon Whitehouse,D,Providence 2810,69,4
U.S. Senate,,Sheldon Whitehouse,D,Providence 2811,598,51
U.S. Senate,,Sheldon Whitehouse,D,Providence 2812,636,17
U.S. Senate,,Sheldon Whitehouse,D,Providence 2813,447,8
U.S. Senate,,Sheldon Whitehouse,D,Providence 2814,305,30
U.S. Senate,,Sheldon Whitehouse,D,Providence 2815,739,58
U.S. Senate,,Sheldon Whitehouse,D,Providence 2816,1653,147
U.S. Senate,,Sheldon Whitehouse,D,Providence 2817,1647,128
U.S. Senate,,Sheldon Whitehouse,D,Providence 2818,861,74
U.S. Senate,,Sheldon Whitehouse,D,Providence 2819,848,62
U.S. Senate,,Sheldon Whitehouse,D,Providence 2820,98,9
U.S. Senate,,Sheldon Whitehouse,D,Providence 2821,592,25
U.S. Senate,,Sheldon Whitehouse,D,Providence 2822,157,9
U.S. Senate,,Sheldon Whitehouse,D,Providence 2823,822,138
U.S. Senate,,Sheldon Whitehouse,D,Providence 2824,1104,143
U.S. Senate,,Sheldon Whitehouse,D,Providence 2825,122,6
U.S. Senate,,Sheldon Whitehouse,D,Providence 2826,752,78
U.S. Senate,,Sheldon Whitehouse,D,Providence 2827,852,118
U.S. Senate,,Sheldon Whitehouse,D,Providence 2828,540,20
U.S. Senate,,Sheldon Whitehouse,D,Providence 2829,641,54
U.S. Senate,,Sheldon Whitehouse,D,Providence 2830,39,3
U.S. Senate,,Sheldon Whitehouse,D,Providence 2831,571,39
U.S. Senate,,Sheldon Whitehouse,D,Providence 2832,796,29
U.S. Senate,,Sheldon Whitehouse,D,Providence 2833,340,24
U.S. Senate,,Sheldon Whitehouse,D,Providence 2834,164,7
U.S. Senate,,Sheldon Whitehouse,D,Providence 2835,165,16
U.S. Senate,,Sheldon Whitehouse,D,Providence 2836,12,0
U.S. Senate,,Sheldon Whitehouse,D,Providence 2837,363,29
U.S. Senate,,Sheldon Whitehouse,D,Providence 2838,216,28
U.S. Senate,,Sheldon Whitehouse,D,Providence 2839,431,27
U.S. Senate,,Sheldon Whitehouse,D,Providence 2840,246,41
U.S. Senate,,Sheldon Whitehouse,D,Providence 2841,176,4
U.S. Senate,,Sheldon Whitehouse,D,Providence 2842,100,10
U.S. Senate,,Sheldon Whitehouse,D,Providence 2843,200,10
U.S. Senate,,Sheldon Whitehouse,D,Providence 2844,563,32
U.S. Senate,,Sheldon Whitehouse,D,Providence 2845,363,11
U.S. Senate,,Sheldon Whitehouse,D,Providence 2846,431,19
U.S. Senate,,Sheldon Whitehouse,D,Providence 2847,217,6
U.S. Senate,,Sheldon Whitehouse,D,Providence 2848,62,7
U.S. Senate,,Sheldon Whitehouse,D,Providence 2849,636,68
U.S. Senate,,Sheldon Whitehouse,D,Providence 2850,322,7
U.S. Senate,,Sheldon Whitehouse,D,Providence 2851,555,57
U.S. Senate,,Sheldon Whitehouse,D,Providence 2852,173,12
U.S. Senate,,Sheldon Whitehouse,D,Providence 2853,145,11
U.S. Senate,,Sheldon Whitehouse,D,Providence 2854,1147,52
U.S. Senate,,Sheldon Whitehouse,D,Providence 2855,856,32
U.S. Senate,,Sheldon Whitehouse,D,Providence 2856,34,0
U.S. Senate,,Sheldon Whitehouse,D,Providence 2857,65,5
U.S. Senate,,Sheldon Whitehouse,D,Providence 2858,203,5
U.S. Senate,,Sheldon Whitehouse,D,Providence 2859,170,8
U.S. Senate,,Sheldon Whitehouse,D,Providence 2860,86,7
U.S. Senate,,Sheldon Whitehouse,D,Providence 2861,838,52
U.S. Senate,,Sheldon Whitehouse,D,Providence 2862,904,68
U.S. Senate,,Sheldon Whitehouse,D,Providence 2863,417,13
U.S. Senate,,Sheldon Whitehouse,D,Providence 2864,228,14
U.S. Senate,,Sheldon Whitehouse,D,Providence 2865,161,17
U.S. Senate,,Sheldon Whitehouse,D,Providence 2866,699,45
U.S. Senate,,Sheldon Whitehouse,D,Providence 2867,59,0
U.S. Senate,,Sheldon Whitehouse,D,Providence 2868,581,61
U.S. Senate,,Sheldon Whitehouse,D,Providence 2869,80,10
U.S. Senate,,Sheldon Whitehouse,D,Providence 2870,505,18
U.S. Senate,,Sheldon Whitehouse,D,Providence 2871,346,19
U.S. Senate,,Sheldon Whitehouse,D,Providence 2872,60,7
U.S. Senate,,Sheldon Whitehouse,D,Providence 2873,68,8
U.S. Senate,,Sheldon Whitehouse,D,Providence 2874,587,34
U.S. Senate,,Sheldon Whitehouse,D,Providence 2875,669,26
U.S. Senate,,Sheldon Whitehouse,D,Providence 2876,412,21
U.S. Senate,,Sheldon Whitehouse,D,Providence 2877,210,14
U.S. Senate,,Sheldon Whitehouse,D,Providence 2878,32,0
U.S. Senate,,Sheldon Whitehouse,D,Providence 2879,470,33
U.S. Senate,,Sheldon Whitehouse,D,Providence 2880,545,26
U.S. Senate,,Sheldon Whitehouse,D,Providence Limited 1,2,1
U.S. Senate,,Sheldon Whitehouse,D,Providence Limited 2,5,1
U.S. Senate,,Sheldon Whitehouse,D,Richmond 2901,885,32
U.S. Senate,,Sheldon Whitehouse,D,Richmond 2902,772,22
U.S. Senate,,Sheldon Whitehouse,D,Richmond Limited,0,0
U.S. Senate,,Sheldon Whitehouse,D,Scituate 3001,699,82
U.S. Senate,,Sheldon Whitehouse,D,Scituate 3002,693,31
U.S. Senate,,Sheldon Whitehouse,D,Scituate 3003,746,58
U.S. Senate,,Sheldon Whitehouse,D,Scituate Limited,0,0
U.S. Senate,,Sheldon Whitehouse,D,Smithfield 3101,738,53
U.S. Senate,,Sheldon Whitehouse,D,Smithfield 3102,678,42
U.S. Senate,,Sheldon Whitehouse,D,Smithfield 3103,703,41
U.S. Senate,,Sheldon Whitehouse,D,Smithfield 3104,848,68
U.S. Senate,,Sheldon Whitehouse,D,Smithfield 3105,801,121
U.S. Senate,,Sheldon Whitehouse,D,Smithfield 3106,689,56
U.S. Senate,,Sheldon Whitehouse,D,Smithfield Limited,0,0
U.S. Senate,,Sheldon Whitehouse,D,South Kingstown 3201,315,24
U.S. Senate,,Sheldon Whitehouse,D,South Kingstown 3202,867,101
U.S. Senate,,Sheldon Whitehouse,D,South Kingstown 3203,930,74
U.S. Senate,,Sheldon Whitehouse,D,South Kingstown 3204,973,63
U.S. Senate,,Sheldon Whitehouse,D,South Kingstown 3205,1164,93
U.S. Senate,,Sheldon Whitehouse,D,South Kingstown 3206,666,47
U.S. Senate,,Sheldon Whitehouse,D,South Kingstown 3207,1183,115
U.S. Senate,,Sheldon Whitehouse,D,South Kingstown 3208,1119,101
U.S. Senate,,Sheldon Whitehouse,D,South Kingstown 3209,450,39
U.S. Senate,,Sheldon Whitehouse,D,South Kingstown 3210,744,54
U.S. Senate,,Sheldon Whitehouse,D,South Kingstown Limited,0,0
U.S. Senate,,Sheldon Whitehouse,D,Tiverton 3301,733,58
U.S. Senate,,Sheldon Whitehouse,D,Tiverton 3302,713,37
U.S. Senate,,Sheldon Whitehouse,D,Tiverton 3303,420,29
U.S. Senate,,Sheldon Whitehouse,D,Tiverton 3304,537,35
U.S. Senate,,Sheldon Whitehouse,D,Tiverton 3305,127,3
U.S. Senate,,Sheldon Whitehouse,D,Tiverton 3306,627,39
U.S. Senate,,Sheldon Whitehouse,D,Tiverton 3307,517,48
U.S. Senate,,Sheldon Whitehouse,D,Tiverton Limited,1,0
U.S. Senate,,Sheldon Whitehouse,D,Warren 3401,601,44
U.S. Senate,,Sheldon Whitehouse,D,Warren 3402,776,69
U.S. Senate,,Sheldon Whitehouse,D,Warren 3403,1086,77
U.S. Senate,,Sheldon Whitehouse,D,Warren Limited,0,0
U.S. Senate,,Sheldon Whitehouse,D,Warwick 3501,1042,37
U.S. Senate,,Sheldon Whitehouse,D,Warwick 3502,909,44
U.S. Senate,,Sheldon Whitehouse,D,Warwick 3503,448,21
